4,5500,fmj,400,,,,,,,,,,,,,,
5,8400,extended_mag,500,,,,,,,,,,,,,,
6,12100,extended_range,600,,,,,,,,,,,,,,
7,16900,tactical_knife,700,,,,,,,,,,,,,,
8,22400,suppressor_axis,800,,,,,,,,,,,,,,
reich_mp,7,,,,,,,,,,,,,,,,
1,700,fast_ads,100,,,,,,,,,,,,,,
2,1800,hipfire,200,,,,,,,,,,,,,,
3,3400,head_damage,300,,,,,,,,,,,,,,
4,5500,fmj,400,,,,,,,,,,,,,,
5,12100,extended_range,500,,,,,,,,,,,,,,
6,16900,tactical_knife,600,,,,,,,,,,,,,,
7,22400,suppressor_axis,700,,,,,,,,,,,,,,
p38_mp,8,,,,,,,,,,,,,,,,
1,700,fast_ads,100,,,,,,,,,,,,,,
2,1800,hipfire,200,,,,,,,,,,,,,,
3,3400,head_damage,300,,,,,,,,,,,,,,
4,5500,fmj,400,,,,,,,,,,,,,,
5,8400,extended_mag,500,,,,,,,,,,,,,,
6,12100,extended_range,600,,,,,,,,,,,,,,
7,16900,tactical_knife,700,,,,,,,,,,,,,,
8,22400,suppressor_axis,800,,,,,,,,,,,,,,
enfieldno2_mp,7,,,,,,,,,,,,,,,,
1,700,fast_ads,100,,,,,,,,,,,,,,
2,1800,hipfire,200,,,,,,,,,,,,,,
3,3400,head_damage,300,,,,,,,,,,,,,,
4,5500,fmj,400,,,,,,,,,,,,,,
5,12100,extended_range,500,,,,,,,,,,,,,,
6,16900,tactical_knife,600,,,,,,,,,,,,,,
7,22400,suppressor_allies,700,,,,,,,,,,,,,,
mp40_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_mp40,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
mp28_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_mp28,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
ppsh41_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_ppsh41,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
greasegun_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_greasegun,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_greasegun_3,1000,,,,,,,,,,,,,,
type100_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_type100,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
thompson_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_thompson,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
sten_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_sten,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
beretta_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_beretta,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
mas38_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_mas38,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
sterling_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_sterling,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
nambu_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_nambu,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
zk383_mp,9,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_zk383,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,suppressor_zk383,900,,,,,,,,,,,,,,
austen_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_austen,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
bechowiec_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_bechowiec,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
blyskawica_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_blyskawica,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
emp44_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_emp44,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
ribeyrolles_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight_ribeyrolles,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_ribeyrolles,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
erma_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_erma,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
tokyo_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_tokyo,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_axis_3,1000,,,,,,,,,,,,,,
m2hyde_mp,10,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads_smg,200,,,,,,,,,,,,,,
3,3400,aperture_sight_m2hyde,300,,,,,,,,,,,,,,
4,5500,grip,400,,,,,,,,,,,,,,
5,8400,hipfire_smg,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,extended_range_smg,700,,,,,,,,,,,,,,
8,22400,extended_mag,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,suppressor_smg_allies_3,1000,,,,,,,,,,,,,,
m1941_mp,12,,,,,,,,,,,,,,,,
1,700,fast_ads,100,,,,,,,,,,,,,,
2,1800,grip,200,,,,,,,,,,,,,,
3,3400,aperture_sight_m1941,300,,,,,,,,,,,,,,
4,5500,head_damage,400,,,,,,,,,,,,,,
5,8400,hipfire,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,telescopic_sight_m1941,700,,,,,,,,,,,,,,
8,22400,rapid_fire,800,,,,,,,,,,,,,,
9,28600,extended_mag,900,,,,,,,,,,,,,,
10,35900,extended_range_rifle,1000,,,,,,,,,,,,,,
11,44800,bayonet_allies,1100,,,,,,,,,,,,,,
12,56500,grenade_launcher_allies,1200,,,,,,,,,,,,,,
m1garand_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_m1garand,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_m1garand,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_m1garand,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_allies,1300,,,,,,,,,,,,,,
m1a1_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight_small,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_m1a1,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_m1a1,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_allies,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_allies,1300,,,,,,,,,,,,,,
svt40_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_svt40,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_svt40,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_allies,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_allies,1300,,,,,,,,,,,,,,
stg44_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_stg44,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_stg44,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_axis,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_axis,1300,,,,,,,,,,,,,,
fg42_mp,12,,,,,,,,,,,,,,,,
1,700,fast_ads,100,,,,,,,,,,,,,,
2,1800,grip,200,,,,,,,,,,,,,,
3,3400,aperture_sight_fg42,300,,,,,,,,,,,,,,
4,5500,head_damage,400,,,,,,,,,,,,,,
5,8400,hipfire,500,,,,,,,,,,,,,,
6,12100,fmj,600,,,,,,,,,,,,,,
7,16900,telescopic_sight_fg42,700,,,,,,,,,,,,,,
8,22400,rapid_fire,800,,,,,,,,,,,,,,
9,28600,extended_mag,900,,,,,,,,,,,,,,
10,35900,extended_range_rifle,1000,,,,,,,,,,,,,,
11,44800,bayonet_axis,1100,,,,,,,,,,,,,,
12,56500,grenade_launcher_axis,1200,,,,,,,,,,,,,,
bar_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight_small,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_bar,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_bar,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range,1100,,,,,,,,,,,,,,
12,56500,bayonet_allies,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_allies,1300,,,,,,,,,,,,,,
g43_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_g43,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_g43,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_axis,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_axis,1300,,,,,,,,,,,,,,
volk_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_volk,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_volk,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_axis,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_axis,1300,,,,,,,,,,,,,,
m1935_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_m1935,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_m1935,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range,1100,,,,,,,,,,,,,,
12,56500,bayonet_axis,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_axis,1300,,,,,,,,,,,,,,
type5_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_type5,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_type5,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_axis,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_axis,1300,,,,,,,,,,,,,,
m2carbine_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight_small,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_m2carbine,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
8,22400,telescopic_sight_m2carbine,800,,,,,,,,,,,,,,
9,28600,rapid_fire,900,,,,,,,,,,,,,,
10,35900,extended_mag,1000,,,,,,,,,,,,,,
11,44800,extended_range_rifle,1100,,,,,,,,,,,,,,
12,56500,bayonet_allies,1200,,,,,,,,,,,,,,
13,69200,grenade_launcher_allies,1300,,,,,,,,,,,,,,
kgm21_mp,13,,,,,,,,,,,,,,,,
1,700,lens_sight_small,100,,,,,,,,,,,,,,
2,1800,fast_ads,200,,,,,,,,,,,,,,
3,3400,grip,300,,,,,,,,,,,,,,
4,5500,aperture_sight_kgm21,400,,,,,,,,,,,,,,
5,8400,head_damage,500,,,,,,,,,,,,,,
6,12100,hipfire,600,,,,,,,,,,,,,,
7,16900,fmj,700,,,,,,,,,,,,,,
