maxrank,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxrankfinalprestige,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxprestige,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,tec43,272812,31841,LUA_MENU_DLC3_RANK_BCPL,LUA_MENU_DLC3_RANK_BCPL1_FULL,shattered_rank_04,304653,,,,,15,15,,LUA_MENU_DLC3_RANK_BCPL1_FULL,,,ranked_up_15,,30,,,10,,,,,
15,sgt1,304653,33141,LUA_MENU_DLC3_RANK_BCPL,LUA_MENU_DLC3_RANK_BCPL2_FULL,shattered_rank_04,337794,,,,,16,16,,LUA_MENU_DLC3_RANK_BCPL2_FULL,,,ranked_up_16,,32,,,,,,,,
16,sgt2,337794,34407,LUA_MENU_DLC3_RANK_BCPL,LUA_MENU_DLC3_RANK_BCPL3_FULL,shattered_rank_04,372201,,,,,17,17,,LUA_MENU_DLC3_RANK_BCPL3_FULL,,,ranked_up_17,,34,,,,,,,,
17,sgt3,372201,35644,LUA_MENU_DLC3_RANK_BCPL,LUA_MENU_DLC3_RANK_BCPL4_FULL,shattered_rank_04,407845,,,,,18,18,,LUA_MENU_DLC3_RANK_BCPL4_FULL,,,ranked_up_18,,36,,,,,,,8,
18,tec31,407845,36853,LUA_MENU_DLC3_RANK_BCPL,LUA_MENU_DLC3_RANK_BCPL5_FULL,shattered_rank_04,444698,,,,,19,19,,LUA_MENU_DLC3_RANK_BCPL5_FULL,,,ranked_up_19,,38,,,,,,,,
19,tec32,444698,38036,LUA_MENU_DLC3_RANK_BSGT,LUA_MENU_DLC3_RANK_BSGT1_FULL,shattered_rank_05,482734,,,,,20,20,,LUA_MENU_DLC3_RANK_BSGT1_FULL,,,ranked_up_20,,40,,,,10,,,,
20,tec33,482734,39194,LUA_MENU_DLC3_RANK_BSGT,LUA_MENU_DLC3_RANK_BSGT2_FULL,shattered_rank_05,521928,,,,,21,21,,LUA_MENU_DLC3_RANK_BSGT2_FULL,,,ranked_up_21,,42,,,,,,,,
21,ssgt1,521928,40330,LUA_MENU_DLC3_RANK_BSGT,LUA_MENU_DLC3_RANK_BSGT3_FULL,shattered_rank_05,562258,,,,,22,22,,LUA_MENU_DLC3_RANK_BSGT3_FULL,,,ranked_up_22,,44,,,,,,,,
22,ssgt2,562258,41446,LUA_MENU_DLC3_RANK_BSGT,LUA_MENU_DLC3_RANK_BSGT4_FULL,shattered_rank_05,603704,,,,,23,23,,LUA_MENU_DLC3_RANK_BSGT4_FULL,,,ranked_up_23,,46,,,,,,,10,
23,ssgt3,603704,42542,LUA_MENU_DLC3_RANK_BSGT,LUA_MENU_DLC3_RANK_BSGT5_FULL,shattered_rank_05,646246,,,,,24,24,,LUA_MENU_DLC3_RANK_BSGT5_FULL,,,ranked_up_24,,48,,,,,,,,
24,tec1,646246,43618,LUA_MENU_DLC3_RANK_BMAJ,LUA_MENU_DLC3_RANK_BMAJ1_FULL,shattered_rank_06,689864,,,,,25,25,,LUA_MENU_DLC3_RANK_BMAJ1_FULL,,,ranked_up_25,,50,,,,,10,,,
25,tec2,689864,44679,LUA_MENU_DLC3_RANK_BMAJ,LUA_MENU_DLC3_RANK_BMAJ2_FULL,shattered_rank_06,734543,,,,,26,26,,LUA_MENU_DLC3_RANK_BMAJ2_FULL,,,ranked_up_26,,55,,,,,,,,
26,tec3,734543,45721,LUA_MENU_DLC3_RANK_BMAJ,LUA_MENU_DLC3_RANK_BMAJ3_FULL,shattered_rank_06,780264,,,,,27,27,,LUA_MENU_DLC3_RANK_BMAJ3_FULL,,,ranked_up_27,,60,,,,,,,,
27,1stsgt1,780264,46749,LUA_MENU_DLC3_RANK_BMAJ,LUA_MENU_DLC3_RANK_BMAJ4_FULL,shattered_rank_06,827013,,,,,28,28,,LUA_MENU_DLC3_RANK_BMAJ4_FULL,,,ranked_up_28,,65,,,,,,,12,
28,1stsgt2,827013,47762,LUA_MENU_DLC3_RANK_BMAJ,LUA_MENU_DLC3_RANK_BMAJ5_FULL,shattered_rank_06,874775,,,,,29,29,,LUA_MENU_DLC3_RANK_BMAJ5_FULL,,,ranked_up_29,,70,,,,,,,,
29,1stsgt3,874775,48761,LUA_MENU_DLC3_RANK_BAGT,LUA_MENU_DLC3_RANK_BAGT1_FULL,shattered_rank_07,923536,,,,,30,30,,LUA_MENU_DLC3_RANK_BAGT1_FULL,,,ranked_up_30,,75,,,,,,10,,
30,msgt1,923536,49746,LUA_MENU_DLC3_RANK_BAGT,LUA_MENU_DLC3_RANK_BAGT2_FULL,shattered_rank_07,973282,,,,,31,31,,LUA_MENU_DLC3_RANK_BAGT2_FULL,,,ranked_up_31,,80,,,,,,,,
31,msgt2,973282,50718,LUA_MENU_DLC3_RANK_BAGT,LUA_MENU_DLC3_RANK_BAGT3_FULL,shattered_rank_07,1024000,,,,,32,32,,LUA_MENU_DLC3_RANK_BAGT3_FULL,,,ranked_up_32,,85,,,,,,,,
32,msgt3,1024000,51678,LUA_MENU_DLC3_RANK_BAGT,LUA_MENU_DLC3_RANK_BAGT4_FULL,shattered_rank_07,1075678,,,,,33,33,,LUA_MENU_DLC3_RANK_BAGT4_FULL,,,ranked_up_33,,90,,,,,,,14,
33,sgtmaj1,1075678,52626,LUA_MENU_DLC3_RANK_BAGT,LUA_MENU_DLC3_RANK_BAGT5_FULL,shattered_rank_07,1128304,,,,,34,34,,LUA_MENU_DLC3_RANK_BAGT5_FULL,,,ranked_up_34,,95,,,,,,,,
34,sgtmaj2,1128304,53563,LUA_MENU_DLC3_RANK_BSA,LUA_MENU_DLC3_RANK_BSA1_FULL,shattered_rank_08,1181867,,,,,35,35,,LUA_MENU_DLC3_RANK_BSA1_FULL,,,ranked_up_35,,100,20,,,,,,,
35,sgtmaj3,1181867,54490,LUA_MENU_DLC3_RANK_BSA,LUA_MENU_DLC3_RANK_BSA2_FULL,shattered_rank_08,1236357,,,,,36,36,,LUA_MENU_DLC3_RANK_BSA2_FULL,,,ranked_up_36,,105,,,,,,,,
36,csgtmaj,1236357,55405,LUA_MENU_DLC3_RANK_BSA,LUA_MENU_DLC3_RANK_BSA3_FULL,shattered_rank_08,1291762,,,,,37,37,,LUA_MENU_DLC3_RANK_BSA3_FULL,,,ranked_up_37,,110,,,,,,,16,
37,csgtmaj,1291762,56312,LUA_MENU_DLC3_RANK_BSA,LUA_MENU_DLC3_RANK_BSA4_FULL,shattered_rank_08,1348074,,,,,38,38,,LUA_MENU_DLC3_RANK_BSA4_FULL,,,ranked_up_38,,115,,20,,,,,,
38,csgtmaj,1348074,57207,LUA_MENU_DLC3_RANK_BSA,LUA_MENU_DLC3_RANK_BSA5_FULL,shattered_rank_08,1405281,,,,,39,39,,LUA_MENU_DLC3_RANK_BSA5_FULL,,,ranked_up_39,,120,,,,,,,,
39,2ndlt1,1405281,58095,LUA_MENU_DLC3_RANK_BCPT,LUA_MENU_DLC3_RANK_BCPT1_FULL,shattered_rank_09,1463376,,,,,40,40,,LUA_MENU_DLC3_RANK_BCPT1_FULL,,,ranked_up_40,,125,,,,,,,18,
40,2ndlt2,1463376,58972,LUA_MENU_DLC3_RANK_BCPT,LUA_MENU_DLC3_RANK_BCPT2_FULL,shattered_rank_09,1522348,,,,,41,41,,LUA_MENU_DLC3_RANK_BCPT2_FULL,,,ranked_up_41,,130,,,20,,,,,
41,lt1,1522348,59842,LUA_MENU_DLC3_RANK_BCPT,LUA_MENU_DLC3_RANK_BCPT3_FULL,shattered_rank_09,1582190,,,,,42,42,,LUA_MENU_DLC3_RANK_BCPT3_FULL,,,ranked_up_42,,135,,,,,,,,
42,lt2,1582190,60703,LUA_MENU_DLC3_RANK_BCPT,LUA_MENU_DLC3_RANK_BCPT4_FULL,shattered_rank_09,1642893,,,,,43,43,,LUA_MENU_DLC3_RANK_BCPT4_FULL,,,ranked_up_43,,140,,,,,,,20,
43,cpt1,1642893,61557,LUA_MENU_DLC3_RANK_BCPT,LUA_MENU_DLC3_RANK_BCPT5_FULL,shattered_rank_09,1704450,,,,,44,44,,LUA_MENU_DLC3_RANK_BCPT5_FULL,,,ranked_up_44,,145,,,,20,,,,
44,cpt2,1704450,62401,LUA_MENU_DLC3_RANK_BDIR,LUA_MENU_DLC3_RANK_BDIR1_FULL,shattered_rank_10,1766851,,,,,45,45,,LUA_MENU_DLC3_RANK_BDIR1_FULL,,,ranked_up_45,,150,,,,,,,,
45,maj1,1766851,63239,LUA_MENU_DLC3_RANK_BDIR,LUA_MENU_DLC3_RANK_BDIR2_FULL,shattered_rank_10,1830090,,,,,46,46,,LUA_MENU_DLC3_RANK_BDIR2_FULL,,,ranked_up_46,,160,,,,,,,22,
46,maj2,1830090,64069,LUA_MENU_DLC3_RANK_BDIR,LUA_MENU_DLC3_RANK_BDIR3_FULL,shattered_rank_10,1894159,,,,,47,47,,LUA_MENU_DLC3_RANK_BDIR3_FULL,,,ranked_up_47,,170,,,,,20,,,
47,ltcol1,1894159,64893,LUA_MENU_DLC3_RANK_BDIR,LUA_MENU_DLC3_RANK_BDIR4_FULL,shattered_rank_10,1959052,,,,,48,48,,LUA_MENU_DLC3_RANK_BDIR4_FULL,,,ranked_up_48,,180,,,,,,,,
48,ltcol2,1959052,65708,LUA_MENU_DLC3_RANK_BDIR,LUA_MENU_DLC3_RANK_BDIR5_FULL,shattered_rank_10,2024760,,,,,49,49,,LUA_MENU_DLC3_RANK_BDIR5_FULL,,,ranked_up_49,,190,,,,,,,24,
49,col1,2024760,0,LUA_MENU_DLC3_RANK_BELT,LUA_MENU_DLC3_RANK_BELT1_FULL,shattered_rank_11,2024760,,,,,50,50,,LUA_MENU_DLC3_RANK_BELT1_FULL,,,ranked_up_50,,200,,,,,,20,,
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,
