1,kill_on_hardpoint,s2_medal_gamemode_aggression,SPLASHES_KILL_WHILE_CAPTURE,SPLASHES_KILL_WHILE_CAPTURE_DESC,count,kill_on_hardpoint,gamemode,,
1,opening_move,s2_medal_gamemode_opening_move,SPLASHES_OPENING_MOVE,SPLASHES_OPENING_MOVE_DESC,count,opening_move,gamemode,,
1,ninja_defuse,s2_medal_gamemode_ninja_defuse,SPLASHES_NINJA_DEFUSE,SPLASHES_NINJA_DEFUSE_DESC,count,ninja_defuse,gamemode,,
1,last_man_defuse,s2_medal_gamemode_clutch,SPLASHES_LAST_MAN_DEFUSE,SPLASHES_LAST_MAN_DEFUSE_DESC,count,last_man_defuse,gamemode,,
1,elimination,s2_medal_gamemode_elimination,SPLASHES_ELIMINATION,SPLASHES_ELIMINATION_DESC,count,elimination,gamemode,,
1,last_man_standing,s2_medal_gamemode_last_man_standing,SPLASHES_LM_ELIMINATION,SPLASHES_LM_ELIMINATION_DESC,count,last_man_standing,gamemode,,
1,sr_tag_elimination,s2_medal_gamemode_collector,SPLASHES_SR_TAG_ELIMINATION,SPLASHES_SR_TAG_ELIMINATION_DESC,count,sr_tag_elimination,gamemode,,
1,sr_tag_revive,medal_gamemode_revive,SPLASHES_SR_TAG_REVIVE,SPLASHES_SR_TAG_REVIVE_DESC,count,sr_tag_revive,gamemode,,
1,exo_knife_kill,medal_kill_skewered,SPLASHES_EXO_KNIFE_KILL,SPLASHES_EXO_KNIFE_KILL_DESC,count,exo_knife_kill,combat,,
1,near_death_kill,s2_medal_kill_near_death,SPLASHES_NEAR_DEATH_KILL,SPLASHES_NEAR_DEATH_KILL_DESC,count,near_death_kill,combat,,
1,slide_kill,s2_medal_kill_low_blow,SPLASHES_SLIDE_KILL,SPLASHES_SLIDE_KILL_DESC,count,slide_kill,combat,,
1,flash_kill,s2_medal_kill_blindfight,SPLASHES_FLASH_KILL,SPLASHES_FLASH_KILL_DESC,count,flash_kill,combat,,
1,riot_kill,s2_medal_kill_riotshield,SPLASHES_MTX6_RIOT_KILL,SPLASHES_MTX6_RIOT_KILL_DESC,count,riot_kill,combat,,
1,mg_nest_kill,s2_medal_kill_mg_nest,SPLASHES_MG_NEST_KILL,SPLASHES_MG_NEST_KILL_DESC,count,mg_nest_kill,combat,,
1,tac_insert_kill,s2_medal_kill_tac_insert,SPLASHES_TAC_INSERT_KILL,SPLASHES_TAC_INSERT_KILL_DESC,count,tac_insert_kill,combat,,
1,divisions_infantry_kill,s2_medal_kill_divisions_infantry,SPLASHES_DIVISIONS_INFANTRY_KILL,SPLASHES_DIVISIONS_INFANTRY_KILL_DESC,count,divisions_infantry_kill,combat,,
1,divisions_airborne_kill,s2_medal_kill_divisions_airborne,SPLASHES_DIVISIONS_AIRBORNE_KILL,SPLASHES_DIVISIONS_AIRBORNE_KILL_DESC,count,divisions_airborne_kill,combat,,
1,divisions_armored_kill,s2_medal_kill_divisions_armored,SPLASHES_DIVISIONS_ARMORED_KILL,SPLASHES_DIVISIONS_ARMORED_KILL_DESC,count,divisions_armored_kill,combat,,
1,divisions_cavalry_kill,s2_medal_kill_divisions_cavalry,SPLASHES_DIVISIONS_CAVALRY_KILL,SPLASHES_DIVISIONS_CAVALRY_KILL_DESC,count,divisions_cavalry_kill,combat,,
1,divisions_mountain_kill,s2_medal_kill_divisions_mountain,SPLASHES_DIVISIONS_MOUNTAIN_KILL,SPLASHES_DIVISIONS_MOUNTAIN_KILL_DESC,count,divisions_mountain_kill,combat,,
1,division_resistance_kill,s2_medal_kill_divisions_resistance,SPLASHES_DLC1_DIVISIONS_RESISTANCE_KILL,SPLASHES_DLC1_DIVISIONS_RESISTANCE_KILL_DESC,count,division_resistance_kill,combat,,
1,division_grenadier_kill,s2_medal_kill_divisions_grenadier,SPLASHES_DLC3_DIVISIONS_GRENADIER_KILL,SPLASHES_DLC3_DIVISIONS_GRENADIER_KILL_DESC,count,division_grenadier_kill,combat,,
1,division_commando_kill,s2_medal_kill_divisions_commando,SPLASHES_DLC4_DIVISIONS_COMMANDO_KILL,SPLASHES_DLC4_DIVISIONS_COMMANDO_KILL_DESC,count,division_commando_kill,combat,,
1,melee_air_to_air,medal_kill_air_supremacy,SPLASHES_MELEE_AIR_TO_AIR,SPLASHES_MELEE_AIR_TO_AIR_DESC,count,melee_air_to_air,combat,,
1,assist_riot_shield,s2_medal_assist_riotshield_crowdcontrol,SPLASHES_MTX6_RIOT_ASSIST,SPLASHES_MTX6_RIOT_ASSIST_DESC,count,assist_riot_shield,combat,,
1,semtex_stick,s2_medal_kill_stick,SPLASHES_SEMTEX_STICK,SPLASHES_SEMTEX_STICK_DESC,count,semtex_stick,combat,,
1,stuck_with_explosive,s2_medal_kill_stuck,SPLASHES_STUCK_WITH_EXPLOSIVE,SPLASHES_STUCK_WITH_EXPLOSIVE_DESC,count,stuck_with_explosive,combat,,
1,exo_knife_recall_kill,medal_kill_boomerang,SPLASHES_EXO_KNIFE_RECALL,SPLASHES_EXO_KNIFE_RECALL_DESC,count,exo_knife_recall_kill,combat,,
1,crossbow_stick,medal_kill_deadeye,SPLASHES_CROSSBOW_STICK,SPLASHES_CROSSBOW_STICK_DESC,count,crossbow_stick,combat,,
1,multiKillOneBullet,s2_medal_kill_efficiency,SPLASHES_EFFICIENY,SPLASHES_EFFICIENY_DESC,count,multiKillOneBullet,combat,,
1,think_fast,s2_medal_kill_think_fast,SPLASHES_THINK_FAST,SPLASHES_THINK_FAST_DESC,count,think_fast,combat,,
1,take_and_kill,s2_medal_kill_backfire,SPLASHES_TAKE_AND_KILL,SPLASHES_TAKE_AND_KILL_DESC,count,take_and_kill,combat,,
1,touchdown,s2_medal_gamemode_touchdown,SPLASHES_TOUCHDOWN,SPLASHES_TOUCHDOWN_DESC,count,touchdown,gamemode,,
1,fieldgoal,s2_medal_gamemode_fieldgoal,SPLASHES_FIELDGOAL,SPLASHES_FIELDGOAL_DESC,count,fieldgoal,gamemode,,
1,interception,s2_medal_gamemode_intercepted,SPLASHES_INTERCEPTION,SPLASHES_INTERCEPTION_DESC,count,interception,gamemode,,
1,kill_with_ball,s2_medal_gamemode_linebacker,SPLASHES_KILL_WITH_BALL,SPLASHES_KILL_WITH_BALL_DESC,count,kill_with_ball,gamemode,,
1,ball_score_assist,s2_medal_gamemode_quarterback,SPLASHES_BALL_SCORE_ASSIST,SPLASHES_BALL_SCORE_ASSIST_DESC,count,ball_score_assist,gamemode,,
1,pass_kill_pickup,s2_medal_gamemode_catch,SPLASHES_PASS_KILL_PICKUP,SPLASHES_PASS_KILL_PICKUP_DESC,count,pass_kill_pickup,gamemode,,
1,four_play,medal_kill_four_play,SPLASHES_SEC_DEFENSE,SPLASHES_SEC_DEFENSE_DESC,count,four_play,combat,,
1,uav_destroyed,s2_medal_destroyscorestreak_reconplane,SPLASHES_UAV_DESTROYED,SPLASHES_UAV_DESTROYED_DESC,count,uav_destroyed,antistreak,,
1,counter_uav_destroyed,s2_medal_destroyscorestreak_counterrecon,SPLASHES_COUNTER_UAV_DESTROYED,SPLASHES_COUNTER_UAV_DESTROYED_DESC,count,counter_uav_destroyed,antistreak,,
1,airstrike_destroyed,s2_medal_destroyscorestreak_carpetbombing,SPLASHES_AIRSTRIKE_DESTROYED,SPLASHES_AIRSTRIKE_DESTROYED_DESC,count,airstrike_destroyed,antistreak,,
1,fire_bombing_run_destroyed,s2_medal_destroyscorestreak_firebombing,SPLASHES_FIRE_BOMBING_RUN_DESTROYED,SPLASHES_FIRE_BOMBING_RUN_DESTROYED_DESC,count,fire_bombing_run_destroyed,antistreak,,
1,fighter_strike_destroyed,s2_medal_destroyscorestreak_fighterstrafingrun,SPLASHES_FIGHTER_STRIKE_DESTROYED,SPLASHES_FIGHTER_STRIKE_DESTROYED_DESC,count,fighter_strike_destroyed,antistreak,,
1,carepackage_plane_destroyed,s2_medal_destroyscorestreak_carepackage,SPLASHES_CAREPACKAGE_PLANE_DESTROYED,SPLASHES_CAREPACKAGE_PLANE_DESTROYED_DESC,count,carepackage_plane_destroyed,antistreak,,
1,emergency_carepackage_plane_destroyed,s2_medal_destroyscorestreak_emergencyairdrop,SPLASHES_EMERGENCY_CAREPACKAGE_PLANE_DESTROYED,SPLASHES_EMERGENCY_CAREPACKAGE_PLANE_DESTROYED_DESC,count,emergency_carepackage_plane_destroyed,antistreak,,
1,attack_dogs_destroyed,s2_medal_destroyscorestreak_attackdogs,SPLASHES_ATTACK_DOG_DESTROYED,SPLASHES_ATTACK_DOG_DESTROYED_DESC,count,attack_dogs_destroyed,antistreak,,
1,paratroopers_plane_destroyed,s2_medal_destroyscorestreak_paratroopers,SPLASHES_PARATROOPERS_PLANE_DESTROYED,SPLASHES_PARATROOPERS_PLANE_DESTROYED_DESC,count,paratroopers_plane_destroyed,antistreak,,
1,paratroopers_destroyed,s2_medal_destroyscorestreak_paratroopers,SPLASHES_PARATROOPERS_DESTROYED,SPLASHES_PARATROOPERS_DESTROYED_DESC,count,paratroopers_destroyed,antistreak,,
1,fritzx_destroyed,s2_medal_destroyscorestreak_glidebomb,SPLASHES_FRITZX_DESTROYED,SPLASHES_FRITZX_DESTROYED_DESC,count,fritzx_destroyed,antistreak,,
1,plane_gunner_destroyed,s2_medal_destroyscorestreak_planegunner,SPLASHES_PLANE_GUNNER_DESTROYED,SPLASHES_PLANE_GUNNER_DESTROYED_DESC,count,plane_gunner_destroyed,antistreak,,
1,assist_killstreak_destroyed,s2_medal_destroyscorestreak_vandalism,SPLASHES_ASSIST_DESTROYED,SPLASHES_ASSIST_DESTROYED_DESC,count,assist_killstreak_destroyed,antistreak,,
1,airdrop_kill,s2_medal_scorestreak_one_in_a_million,SPLASHES_AIRDROP_KILL,SPLASHES_AIRDROP_KILL_DESC,count,airdrop_kill,streak,,
1,fritzx_kill,s2_medal_scorestreak_glide_bomb,SPLASHES_FRITZX_KILL,SPLASHES_FRITZX_KILL_DESC,count,fritzx_kill,streak,,
1,mortar_strike_kill,s2_medal_scorestreak_mortar_strike,SPLASHES_MORTAR_STRIKE_KILL,SPLASHES_MORTAR_STRIKE_KILL_DESC,count,mortar_strike_kill,streak,,
1,missile_strike_kill,s2_medal_scorestreak_artillery_barrage,SPLASHES_MISSILE_STRIKE_KILL,SPLASHES_MISSILE_STRIKE_KILL_DESC,count,missile_strike_kill,streak,,
1,airstrike_kill,s2_medal_scorestreak_carpetbombing,SPLASHES_AIRSTRIKE_KILL,SPLASHES_AIRSTRIKE_KILL_DESC,count,airstrike_kill,streak,,
1,plane_gunner_kill,s2_medal_scorestreak_plane_gunner,SPLASHES_PLANE_GUNNER_KILL,SPLASHES_PLANE_GUNNER_KILL_DESC,count,plane_gunner_kill,streak,,
1,flamethrower_kill,s2_medal_scorestreak_flamethrower,SPLASHES_FLAMETHROWER_KILL,SPLASHES_FLAMETHROWER_KILL_DESC,count,flamethrower_kill,streak,,
1,fighter_strike_kill,s2_medal_scorestreak_fighter_strafing_run,SPLASHES_FIGHTER_STRIKE_KILL,SPLASHES_FIGHTER_STRIKE_KILL_DESC,count,fighter_strike_kill,streak,,
1,firebomb_kill,s2_medal_scorestreak_firebombing,SPLASHES_FIREBOMB_KILL,SPLASHES_FIREBOMB_KILL_DESC,count,firebomb_kill,streak,,
1,paratroopers_kill,s2_medal_scorestreak_paratroopers,SPLASHES_PARATROOPERS_KILL,SPLASHES_PARATROOPERS_KILL_DESC,count,paratroopers_kill,streak,,
1,molotovs_kill,s2_medal_scorestreak_molotovs,SPLASHES_MOLOTOVS_KILL,SPLASHES_MOLOTOVS_KILL_DESC,count,molotovs_kill,streak,,
1,v2_rocket_kill,s2_medal_scorestreak_v2_rocket,SPLASHES_V2_ROCKET_KILL,SPLASHES_V2_ROCKET_KILL_DESC,count,v2_rocket_kill,streak,,
1,raid_flak_kill,s2_medal_destroyscorestreak_fighterstrafingrun,SPLASHES_RAID_FLAK_KILL,SPLASHES_RAID_FLAK_KILL_DESC,count,raid_flak_kill,streak,dlc2,
1,raid_fighters_kill,s2_medal_scorestreak_fighter_strafing_run,SPLASHES_RAID_FIGHTERS_KILL,SPLASHES_RAID_FIGHTERS_KILL_DESC,count,raid_fighers_kill,streak,dlc2,
1,dogfight_flak_kill,s2_medal_destroyscorestreak_fighterstrafingrun,SPLASHES_RAID_FLAK_KILL,SPLASHES_RAID_FLAK_KILL_DESC,count,dogfight_flak_kill,streak,,
1,uav_earned,s2_medal_scorestreak_recon_plane,KILLSTREAKS_UAV,SPLASHES_CALLED_UAV,count,,streak,,
1,carepackage_earned,s2_medal_scorestreak_care_package,KILLSTREAKS_CAREPACKAGE,SPLASHES_CALLED_CAREPACKAGE,count,,streak,,
1,missile_strike_earned,s2_medal_scorestreak_artillery_barrage,KILLSTREAKS_MISSILE_STRIKE,SPLASHES_CALLED_MISSILE_STRIKE,count,,streak,,
1,airstrike_earned,s2_medal_scorestreak_carpetbombing,KILLSTREAKS_AIRSTRIKE,SPLASHES_CALLED_AIRSTRIKE,count,,streak,,
1,fritzx_earned,s2_medal_scorestreak_glide_bomb,KILLSTREAKS_FRITZX,SPLASHES_CALLED_FRITZX,count,,streak,,
1,firebomb_earned,s2_medal_scorestreak_firebombing,KILLSTREAKS_FIREBOMB,SPLASHES_CALLED_FIREBOMB,count,,streak,,
1,mortar_strike_earned,s2_medal_scorestreak_mortar_strike,KILLSTREAKS_MORTAR_STRIKE,SPLASHES_CALLED_MORTAR_STRIKE,count,,streak,,
1,attack_dogs_earned,s2_medal_scorestreak_attackdogs,KILLSTREAKS_DOGS,SPLASHES_CALLED_DOGS,count,,streak,,
1,emergency_carepackage_earned,s2_medal_scorestreak_emergency_airdrop,KILLSTREAKS_EMERGENCY_CAREPACKAGE,SPLASHES_CALLED_EMERGENCY_CAREPACKAGE,count,,streak,,
1,counter_uav_earned,s2_medal_scorestreak_counter_recon,KILLSTREAKS_COUNTER_UAV,SPLASHES_CALLED_COUNTER_UAV,count,,streak,,
1,flak_gun_earned,s2_medal_scorestreak_flak_guns,KILLSTREAKS_FLAK_GUN,SPLASHES_CALLED_FLAK_GUN,count,,streak,,
1,plane_gunner_earned,s2_medal_scorestreak_plane_gunner,KILLSTREAKS_PLANE_GUNNER,SPLASHES_CALLED_PLANE_GUNNER,count,,streak,,
1,fighter_strike_earned,s2_medal_scorestreak_fighter_strafing_run,KILLSTREAKS_FIGHTER_STRIKE,SPLASHES_CALLED_FIGHTER_STRIKE,count,,streak,,
1,flamethrower_earned,s2_medal_scorestreak_flamethrower,KILLSTREAKS_FLAMETHROWER,SPLASHES_CALLED_FLAMETHROWER,count,,streak,,
1,paratroopers_earned,s2_medal_scorestreak_paratroopers,KILLSTREAKS_PARATROOPERS,SPLASHES_CALLED_PARATROOPERS,count,,streak,,
1,molotovs_earned,s2_medal_scorestreak_molotovs,KILLSTREAKS_MOLOTOVS,SPLASHES_CALLED_MOLOTOVS,count,,streak,,
1,v2_rocket_earned,s2_medal_scorestreak_v2_rocket,KILLSTREAKS_V2_ROCKET,SPLASHES_CALLED_V2_ROCKET,count,,streak,,
1,sharepackage,s2_medal_scorestreak_shared,SPLASHES_SHAREPACKAGE,SPLASHES_SHAREPACKAGE_DESC,count,sharepackage,streak,,
0,totalGameScore,,,,count,,,,
0,scorePerMinute,,,,count,,,,
0,mostScorePerLife,,,,count,,,,
0,killStreaksUsed,,,,count,,,,
0,numMatchesRecorded,,,,count,,,,
1,killedBallCarrier,s2_medal_gamemode_tackled,SPLASHES_BALL_KILLED_CARRIER,SPLASHES_BALL_KILLED_CARRIER_DESC,count,,gamemode,,
1,raids_construct,s2_medal_raids_construct,SPLASHES_RAIDS_CONSTRUCT,SPLASHES_RAIDS_CONSTRUCT_DESC,count,raids_construct,gamemode,,
1,raids_destruct,s2_medal_raids_destruct,SPLASHES_RAIDS_DESTRUCT,SPLASHES_RAIDS_DESTRUCT_DESC,count,raids_destruct,gamemode,,
1,raids_escort,s2_medal_raids_escort,SPLASHES_RAIDS_ESCORT,SPLASHES_RAIDS_ESCORT_DESC,count,raids_escort,gamemode,,
1,raids_build_objective,s2_medal_raids_buildobjective,SPLASHES_RAIDS_BUILD_OBJECTIVE,SPLASHES_RAIDS_BUILD_OBJECTIVE_DESC,count,raids_build_objective,gamemode,,
1,raids_retreat,s2_medal_raids_retreat,SPLASHES_RAIDS_RETREAT,SPLASHES_RAIDS_RETREAT_DESC,count,raids_retreat,gamemode,,
1,raids_progress,s2_medal_raids_progress,SPLASHES_RAIDS_PROGRESS,SPLASHES_RAIDS_PROGRESS_DESC,count,raids_progress,gamemode,,
1,raids_DLC_placeholder_1,s2_medal_gamemode_countdown,SPLASHES_PLANT,SPLASHES_PLANT_DESC,count,raids_plant_multi,gamemode,,
1,raids_hostage_release,s2_medal_raids_hostage_release,SPLASHES_DLC1_RAIDS_RESCUER,SPLASHES_DLC1_RAIDS_RESCUER_DESC,count,raids_destruct,gamemode,,
1,raids_airdrop_secure,s2_medal_gamemode_playmaker,SPLASHES_DLC3_RAIDS_AIRDROP_SECURE,SPLASHES_DLC3_RAIDS_AIRDROP_SECURE_DESC,count,raids_airdrop_secure,gamemode,,
1,raids_flag_raise,s2_medal_gamemode_playmaker,SPLASHES_DLC3_RAIDS_FLAG_POINT_SECURE,SPLASHES_DLC3_RAIDS_FLAG_POINT_SECURE_DESC,count,raids_flag_raise,gamemode,,
donotremove,required_to_be_last_row,donotremove,donotremove,donotremove,donotremove,donotremove,donotremove,donotremove,
