39,camo_mtx7_03,CAMO_SPECKLED,CAMO_SPECKLED_DESC,,,,,camo_speckled,0,,,,
42,camo_mtx6_04,CAMO_PARACHUTE,CAMO_PARACHUTE_DESC,icon_camo_parachute,icon_camo_parachute,,,camo_parachute,0,,,,
43,camo_mtx6_05,CAMO_CLOUDS,CAMO_CLOUDS_DESC,icon_camo_clouds,icon_camo_clouds,,,camo_clouds,0,,,,
44,camo_mtx9_01,CAMO_GORE,CAMO_GORE_DESC,,,,,camo_gore,0,,,,
45,camo_mtx5_03,CAMO_CARBON_STRIPES,CAMO_CARBON_STRIPES_DESC,icon_camo_carbonstripes,icon_camo_carbonstripes,,,camo_carbon_stripes,0,,,,
47,zom_spat_01,CAMO_ZOM_SPAT_01,CAMO_ZOM_SPAT_01_DESC,icon_camo_stpatrick_01,icon_camo_stpatrick_01,,,camo_zom_spat_01,0,,,,
48,zom_spat_02,CAMO_ZOM_SPAT_02,CAMO_ZOM_SPAT_02_DESC,icon_camo_stpatrick_02,icon_camo_stpatrick_02,,,camo_zom_spat_02,0,,1,,
49,zom_spat_03,CAMO_ZOM_SPAT_03,CAMO_ZOM_SPAT_03_DESC,icon_camo_stpatrick_03,icon_camo_stpatrick_03,,,camo_zom_spat_03,0,,1,,
50,zom_skin_01,CAMO_ZOM_SKIN,CAMO_ZOM_PREORDER_DESC,icon_camo_skullsflat,icon_camo_skullsflat,,,camo_zom_skin_01,0,,,,
54,camo_mtx6_09,camo_carpaint_classic_black_noir,camo_carpaint_classic_black_noir_DESC,icon_camo_default,icon_camo_default,,,camo_carpaint_classic_black_noir,,,,,
64,camo_mtx3_5_01,camo_carpaint_mil_od_green,camo_carpaint_mil_od_green_DESC,icon_camo_default,icon_camo_default,,,camo_carpaint_mil_od_green,,,,,
67,camo_mtx3_5_02,camo_carpaint_rod_canary_yellow,camo_carpaint_rod_canary_yellow_DESC,icon_camo_default,icon_camo_default,,,camo_carpaint_rod_canary_yellow,,,,,
68,camo_mtx3_5_04,camo_carpaint_rod_candy_apple_red,camo_carpaint_rod_candy_apple_red_DESC,icon_camo_default,icon_camo_default,,,camo_carpaint_rod_candy_apple_red,,,,,
70,camo_mtx3_5_05,camo_carpaint_rod_midnight_black,camo_carpaint_rod_midnight_black_DESC,icon_camo_default,icon_camo_default,,,camo_carpaint_rod_midnight_black,,,,,
71,camo_mtx3_5_03,camo_carpaint_rod_sunset_orange,camo_carpaint_rod_sunset_orange_DESC,icon_camo_default,icon_camo_default,,,camo_carpaint_rod_sunset_orange,,,,,
72,camo_incentive_endowment_01,camo_carpaint_rod_viper_green,camo_carpaint_rod_viper_green_DESC,icon_camo_hotrod_viper_green,icon_camo_hotrod_viper_green,,,camo_carpaint_rod_viper_green,,,,,
73,zom_dlc2_rune_01,CAMO_ZOM_DLC2_RUNE_01,CAMO_ZOM_DLC2_RUNE_01_DESC,icon_camo_zom_rune_01,icon_camo_default,,,camo_zom_rune_01,,,1,83,
75,camo_mtx3_5_10,CAMO_BRUTAL_TIGER,camo_brutal_tiger_DESC,,,,,camo_brutal_tiger,,,,,
76,camo_mtx6_06,CAMO_METALFLAGE,camo_metalflage_DESC,icon_camo_metalflage,icon_camo_metalflage,,,camo_metalflage,,,,,
77,camo_mtx4_01,CAMO_BLOOD_DIAMOND,camo_blood_diamond_DESC,,,,,camo_blood_diamond,,,,,
78,camo_mtx3_5_07,CAMO_VICTORY,camo_victory_DESC,,,,,camo_anim_03,,,,,
79,camo_mtx3_5_06,CAMO_TATTOO,camo_tattoo_DESC,,,,,camo_anim_05,,,,,
80,camo_mtx6_01,CAMO_AMETHYST,CAMO_AMETHYST_DESC,icon_camo_amethyst,icon_camo_amethyst,,,camo_amethyst,,,,,
81,camo_mtx5_02,CAMO_JADE,CAMO_JADE_DESC,icon_camo_jade,icon_camo_jade,,,camo_jade,0,,,,
82,camo_mtx6_02,CAMO_LAPIS_LAZULI,CAMO_LAPIS_LAZULI_DESC,icon_camo_lapis_lazuli,icon_camo_lapis_lazuli,,,camo_lapis_lazuli,0,,,,
83,camo_mtx4_03,CAMO_TURQOISE,CAMO_TURQOISE_DESC,,,,,camo_turqoise,0,,,,
84,camo_mtx4_02,CAMO_WOOD_PANEL,CAMO_WOOD_PANEL_DESC,,,,,camo_wood_panel,0,,,,
85,camo_mtx6_07,CAMO_DISCO_BALL,CAMO_DISCO_BALL_DESC,icon_camo_disco_ball,icon_camo_disco_ball,,,camo_disco_ball,0,,,,
86,camo_mtx8_09,CAMO_BUBBLE_WRAP,CAMO_BUBBLE_WRAP_DESC,,,,,camo_bubble_wrap,0,,,,
87,zom_amp,CAMO_ZOM_DLC3_04,CAMO_ZOM_DLC3_04_DESC,icon_camo_zom_amp,,,,camo_amp_01,,,1,,
88,camo_mtx6_03,camo_carpaint_rod_purple_passion,camo_carpaint_rod_purple_passion_DESC,icon_camo_hotrod_purple_passion,icon_camo_hotrod_purple_passion,,,camo_carpaint_rod_purple_passion,,,,,
93,camo_mtx3_5_09,camo_wildstyle_tiger_bling,camo_wildstyle_tiger_bling_desc,icon_camo_default,icon_camo_default,,,camo_wildstyle_tiger_bling,,,,,
94,camo_mtx3_5_08,camo_wildstyle_midnight_leopard,camo_wildstyle_midnight_leopard_desc,icon_camo_default,icon_camo_default,,,camo_wildstyle_midnight_leopard,,,,,
95,camo_mtx3_5_stpatricks_02,camo_stpatrick_metal,camo_stpatrick_metal_desc,icon_camo_default,icon_camo_default,,,camo_stpatrick_metal,,,,,
96,camo_mtx8_01,camo_carpaint_rod_electric_blue,camo_carpaint_rod_electric_blue_DESC,icon_camo_default,icon_camo_default,,,camo_carpaint_rod_electric_blue,,,,,
97,zom_amp_02,,,,,,,camo_amp_02,,,1,,
98,zom_amp_03,CAMO_ZOM_DLC3_06,CAMO_ZOM_DLC3_06_DESC,icon_camo_zom_blood,,,,camo_amp_03,,,1,,
99,zom_amp_04,,,,,,,camo_amp_04,,,1,,
100,zom_amp_05,,,,,,,camo_amp_05,,,1,,
101,zom_fog_01,CAMO_ZOM_DLC3_07,CAMO_ZOM_DLC3_07_DESC,icon_camo_zom_fog,,,,camo_zom_fog_01,,,1,,
102,zom_madmin_01,,,,,,,camo_zom_madmin_01,,,1,,
103,zom_camo_01,,,,,,,camo_zom_camo_01,,,1,,
104,zom_frontline_01,,,,,,,camo_zom_frontline_01,,,1,,
105,zom_stun_01,CAMO_ZOM_DLC3_05,,icon_camo_zom_stun_01,icon_camo_zom_stun_01,,,camo_zom_stun_01,,,1,,
106,gold_cheetah,CAMO_GOLD_CHEETAH,CAMO_GOLD_CHEETAH_DESC,icon_camo_gold_cheetah,icon_camo_gold_cheetah,,,camo_gold_cheetah,0,,,,
109,camo_mtx7_02,camo_code_03,CAMO_CODE_03_DESC,icon_camo_default,icon_camo_default,,,camo_code_03,,,,,
111,camo_mtx6_cwl_12,camo_esteams_eunited,CAMO_ESTEAMS_EUNITED_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_eunited,,,,,
112,camo_mtx6_cwl_14,camo_esteams_faze,CAMO_ESTEAMS_FAZE_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_faze,,,,,
113,camo_mtx6_cwl_22,camo_esteams_kaliber,CAMO_ESTEAMS_KALIBER_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_kaliber,,,,,
114,camo_mtx6_cwl_16,camo_esteams_mindfreak,CAMO_ESTEAMS_MINDFREAK_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_mindfreak,,,,,
115,camo_mtx6_cwl_18,camo_esteams_redreserve,CAMO_ESTEAMS_REDRESERVE_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_redreserve,,,,,
116,camo_mtx6_cwl_20,camo_esteams_splyce,CAMO_ESTEAMS_SPLYCE_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_splyce,,,,,
117,camo_mtx6_cwl_23,camo_esteams_vitality,CAMO_ESTEAMS_VITALITY_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_vitality,,,,,
118,camo_mtx6_cwl_11,camo_esteams_epsilon,CAMO_ESTEAMS_EPSILON_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_epsilon,,,,,
119,camo_mtx6_cwl_21,camo_esteams_envy,CAMO_ESTEAMS_ENVY_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_envy,,,,,
120,camo_mtx6_cwl_13,camo_esteams_evilgeniuses,CAMO_ESTEAMS_EVILGENIUSES_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_evilgeniuses,,,,,
121,camo_mtx6_cwl_19,camo_esteams_risenation,CAMO_ESTEAMS_RISENATION_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_risenation,,,,,
122,camo_mtx6_cwl_10,camo_esteams_echofox,CAMO_ESTEAMS_ECHOFOX_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_echofox,,,,,
123,camo_mtx6_cwl_24,camo_esteams_unilad,CAMO_ESTEAMS_UNILAD_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_unilad,,,,,
124,camo_mtx6_cwl_17,camo_esteams_opticgaming,CAMO_ESTEAMS_OPTICGAMING_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_opticgaming,,,,,
125,camo_mtx6_cwl_15,camo_esteams_luminosity,CAMO_ESTEAMS_LUMINOSITY_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_luminosity,,,,,
126,camo_mtx5_05,CAMO_ZOM_SKIN_02,CAMO_ZOM_PREORDER_DESC2,icon_camo_zom_stitches,icon_camo_zom_stitches,,,camo_zom_skin_02,0,,,,
128,camo_mtx5_06,CAMO_ZOM_TEETH,CAMO_ZOM_TEETH_DESC,icon_camo_zom_teeth,icon_camo_zom_teeth,,,camo_zom_teeth,,,,,
129,red_herring,CAMO_ZOM_HERRING,CAMO_ZOM_DLC3_01_DESC,icon_camo_zom_red_herring,icon_camo_zom_red_herring,,,camo_zom_scale_01,,,1,758,
130,zom_storm_cloud,CAMO_ZOM_STORM,CAMO_ZOM_DLC3_01_DESC,icon_camo_zom_storm_cloud,icon_camo_zom_storm_cloud,,,camo_zom_mill_01,,,1,759,
131,zom_basalt,CAMO_ZOM_BASALT,CAMO_ZOM_DLC3_01_DESC,icon_camo_zom_basalt,icon_camo_zom_basalt,,,camo_zom_thule_01,,,1,760,
132,java,camo_java,camo_java_desc,icon_camo_default,icon_camo_default,,,camo_java,,,,,
133,camo_mtx8_07,camo_amphibious,camo_amphibious_desc,icon_camo_amphibious,icon_camo_amphibious,,,camo_amphibious,,,,,
134,camo_mtx6_cwl_25,camo_esteams_cwl,CAMO_ESTEAMS_CWL_DESC,icon_camo_default,icon_camo_default,,,camo_esteams_cwl,0,,,,
135,camo_pap_04,,,,,,,camo_pap_04,,,1,,
136,camo_zom_ice_01,CAMO_ZOM_MTX8_01,,icon_camo_zom_ice,icon_camo_zom_ice,,,camo_zom_ice_01,,,1,,
137,camo_zom_firework_01,CAMO_ZOM_MTX6_02,,icon_camo_zom_fireworks,icon_camo_zom_fireworks,,,camo_zom_firework_01,,,1,,
138,camo_zom_pie_01,CAMO_ZOM_MTX6_01,,icon_camo_zom_pie,icon_camo_zom_pie,,,camo_zom_pie_01,,,1,,
139,camo_zom_corn_cob_01,CAMO_ZOM_MTX6_03,,icon_camo_zom_corn,icon_camo_zom_corn,,,camo_zom_corn_cob_01,,,1,,
140,camo_zom_camo_ice_01,,,,,,,camo_zom_camo_ice_01,,,1,,
141,camo_mtx7_04,camo_watermelon_01,camo_watermelon_01_desc,icon_camo_default,icon_camo_default,,,camo_dos_flat_01,,,,,
142,camo_mtx7_05,camo_vinyl_01,camo_vinyl_01_desc,icon_camo_default,icon_camo_default,,,camo_dos_flat_02,,,,,
143,camo_mtx7_06,camo_swirls_01,camo_swirls_01_desc,icon_camo,icon_camo_default,,,camo_dos_flat_03,,,,,
144,camo_mtx7_07_universal,camo_dos_anim_01,camo_dos_anim_01_desc,icon_camo_default,icon_camo_default,,,camo_dos_anim_01,,,,,
145,camo_mtx7_08,camo_dos_anim_02,camo_dos_anim_02_desc,icon_camo_default,icon_camo_default,,,camo_dos_anim_02,,,,,
146,camo_mtx7_09,camo_dos_anim_03,camo_dos_anim_03_desc,icon_camo_default,icon_camo_default,,,camo_dos_anim_03,,,,,
147,camo_mtx8_08,camo_classified_flat_01,camo_classified_flat_01_desc,icon_camo_default,icon_camo_default,,,camo_classified_flat_01,,,,,
148,camo_mtx8_02,camo_classified_flat_02,camo_classified_flat_02_desc,icon_camo_default,icon_camo_default,,,camo_classified_flat_02,,,,,
149,camo_mtx8_03_universal,camo_classified_flat_03,camo_classified_flat_03_desc,icon_camo_default,icon_camo_default,,,camo_classified_flat_03,,,,,
150,camo_mtx8_04,camo_classified_anim_01,camo_classified_anim_01_desc,icon_camo_default,icon_camo_default,,,camo_classified_anim_01,,,,,
151,camo_mtx8_05,camo_classified_anim_02,camo_classified_anim_02_desc,icon_camo_default,icon_camo_default,,,camo_classified_anim_02,,,,,
152,camo_mtx8_06,camo_classified_anim_03,camo_classified_anim_03_desc,icon_camo_default,icon_camo_default,,,camo_classified_anim_03,,,,,
153,camo_master_prestige_1000,camo_masters_anim_01,camo_masters_anim_01_desc,icon_camo_default,icon_camo_default,,,camo_masters_anim_01,,,,,
154,camo_master_prestige_800,camo_masters_anim_03,camo_masters_anim_03_desc,icon_camo_default,icon_camo_default,,,camo_masters_anim_03,,,,,
155,camo_master_prestige_600,camo_masters_anim_05,camo_masters_anim_05_desc,icon_camo_default,icon_camo_default,,,camo_masters_anim_05,,,,,
156,camo_master_prestige_400,camo_masters_anim_04,camo_masters_anim_04_desc,icon_camo_default,icon_camo_default,,,camo_masters_anim_04,,,,,
157,camo_master_prestige_200,camo_masters_anim_02,camo_masters_anim_02_desc,icon_camo_default,icon_camo_default,,,camo_masters_anim_02,,,,,
158,camo_master_prestige_56,camo_masters_06,camo_masters_06_desc,icon_camo_default,icon_camo_default,,,camo_masters_06,,,,,
159,camo_master_prestige_666,camo_masters_anim_hws,camo_masters_anim_hws_desc,icon_camo_default,icon_camo_default,,,camo_masters_anim_hws,,,,,
160,camo_mtx7_10,camo_treegate,camo_treegate_desc,icon_camo_default,icon_camo_default,,,camo_treegate,,,,,
161,camo_mtx9_community,camo_hws_flat_01,camo_hws_flat_01_desc,icon_camo_default,icon_camo_default,,,camo_hws_flat_01,,,,,
162,camo_mtx9_02,camo_hws_flat_02,camo_hws_flat_02_desc,icon_camo_default,icon_camo_default,,,camo_hws_flat_02,,,,,
163,camo_mtx9_03,camo_hws_flat_03,camo_hws_flat_03_desc,icon_camo_default,icon_camo_default,,,camo_hws_flat_03,,,,,
164,camo_mtx9_04,camo_hws_flat_04,camo_hws_flat_04_desc,icon_camo_default,icon_camo_default,,,camo_hws_flat_04,,,,,
165,camo_mtx9_05,camo_hws_anim_01,camo_hws_anim_01_desc,icon_camo_default,icon_camo_default,,,camo_hws_anim_01,,,,,
166,camo_mtx9_06,camo_hws_anim_02,camo_hws_anim_02_desc,icon_camo_default,icon_camo_default,,,camo_hws_anim_02,,,,,
167,camo_mtx9_07,camo_hws_anim_03,camo_hws_anim_03_desc,icon_camo_default,icon_camo_default,,,camo_hws_anim_03,,,,,
