17,emblem_rise_nation,LOOT_MTX6_EMBLEM_CWL_RISENATION,cwl_emblem_rise_nation,entitlement,
18,emblem_splyce,LOOT_MTX6_EMBLEM_CWL_SPLYCE,cwl_emblem_splyce,entitlement,
19,emblem_team_envy,LOOT_MTX6_EMBLEM_CWL_TEAMENVYUS,cwl_emblem_team_envy,entitlement,
20,emblem_team_kaliber,LOOT_MTX6_EMBLEM_CWL_TEAMKALIBER,cwl_emblem_team_kaliber,entitlement,
21,emblem_unilad,LOOT_MTX6_EMBLEM_CWL_UNILAD,cwl_emblem_unilad,entitlement,
22,emblem_team_vitality,LOOT_MTX6_EMBLEM_CWL_VITALITY,cwl_emblem_team_vitality,entitlement,
23,emblem_division_cavalry,LOOT_MTX6_EMBLEM_CAVDIVISION,emblem_division_cavalry,default,
24,em_icon_teddyknives,LOOT_MTX7_EMBLEM_01,emblem_mtx7_01,overlord,
25,em_icon_sbulldog,LOOT_MTX7_EMBLEM_02,emblem_mtx7_02,overlord,
26,em_icon_sagittarius,LOOT_MTX7_EMBLEM_03,emblem_mtx7_03,overlord,
27,em_icon_capricorn,LOOT_MTX7_EMBLEM_04,emblem_mtx7_04,overlord,
28,em_icon_aquarius,LOOT_MTX7_EMBLEM_05,emblem_mtx7_05,overlord,
29,em_icon_pisces,LOOT_MTX7_EMBLEM_06,emblem_mtx7_06,overlord,
30,em_icon_colosseum,LOOT_MTX7_EMBLEM_07,emblem_mtx7_07,overlord,
31,em_icon_liberty,LOOT_MTX7_EMBLEM_08,emblem_mtx7_08,overlord,
32,em_icon_chichen,LOOT_MTX7_EMBLEM_09,emblem_mtx7_09,overlord,
33,em_icon_eiffel,LOOT_MTX7_EMBLEM_10,emblem_mtx7_10,overlord,
34,em_icon_giza,LOOT_MTX7_EMBLEM_11,emblem_mtx7_11,overlord,
35,em_icon_d20,LOOT_MTX7_EMBLEM_12,emblem_mtx7_12,overlord,
36,em_icon_flowtank,LOOT_MTX7_EMBLEM_13,emblem_mtx7_13,overlord,
37,em_icon_runicorn,LOOT_MTX7_EMBLEM_14,emblem_mtx7_14,overlord,
38,em_icon_scorpio,LOOT_MTX7_EMBLEM_15,emblem_mtx7_15,overlord,
39,em_icon_aries,LOOT_MTX7_EMBLEM_16,emblem_mtx7_16,overlord,
40,em_icon_gemini,LOOT_MTX7_EMBLEM_17,emblem_mtx7_17,overlord,
41,em_icon_taurus,LOOT_MTX7_EMBLEM_18,emblem_mtx7_18,overlord,
42,em_icon_cancer,LOOT_MTX7_EMBLEM_19,emblem_mtx7_19,overlord,
43,em_icon_virgo,LOOT_MTX7_EMBLEM_20,emblem_mtx7_20,overlord,
44,em_icon_libra,LOOT_MTX7_EMBLEM_21,emblem_mtx7_21,overlord,
45,em_icon_leo,LOOT_MTX7_EMBLEM_22,emblem_mtx7_22,overlord,
46,em_icon_lightningsprite,LOOT_MTX7_EMBLEM_23,emblem_mtx7_23,summer,
47,em_icon_firesprite,LOOT_MTX7_EMBLEM_24,emblem_mtx7_24,summer,
48,em_icon_watersprite,LOOT_MTX7_EMBLEM_25,emblem_mtx7_25,summer,
49,em_icon_icesprite,LOOT_MTX7_EMBLEM_26,emblem_mtx7_26,summer,
50,em_icon_bcereal,LOOT_MTX7_EMBLEM_27,emblem_mtx7_27,overlord,
51,em_icon_dragon,LOOT_MTX7_EMBLEM_28,emblem_mtx7_28,overlord,
52,em_icon_knight,LOOT_MTX7_EMBLEM_29,emblem_mtx7_29,overlord,
53,em_icon_ninja,LOOT_MTX7_EMBLEM_30,emblem_mtx7_30,overlord,
54,em_icon_oni,LOOT_MTX7_EMBLEM_31,emblem_mtx7_31,overlord,
55,em_icon_dollgun,LOOT_MTX7_EMBLEM_32,emblem_mtx7_32,overlord,
56,em_icon_srabbit,LOOT_MTX7_EMBLEM_33,emblem_mtx7_33,overlord,
57,em_icon_smonkey,LOOT_MTX7_EMBLEM_34,emblem_mtx7_34,overlord,
58,em_icon_scamel,LOOT_MTX7_EMBLEM_35,emblem_mtx7_35,overlord,
59,em_icon_shawk,LOOT_MTX7_EMBLEM_36,emblem_mtx7_36,overlord,
60,em_icon_sbear,LOOT_MTX7_EMBLEM_37,emblem_mtx7_37,overlord,
61,em_icon_machupicchu,LOOT_MTX7_EMBLEM_38,emblem_mtx7_38,overlord,
62,em_icon_tajmahal,LOOT_MTX7_EMBLEM_39,emblem_mtx7_39,overlord,
63,em_icon_bigben,LOOT_MTX7_EMBLEM_40,emblem_mtx7_40,overlord,
64,emblem_division_commando,LOOT_MTX8_EMBLEM_COMMANDO,emblem_division_commando,default,
65,em_icon_angrypickle,LOOT_MTX8_EMBLEM_01,emblem_mtx8_01,overlord,
66,em_icon_samurai_mask,LOOT_MTX8_EMBLEM_02,emblem_mtx8_02,overlord,
67,em_icon_battleaxe,LOOT_MTX8_EMBLEM_03,emblem_mtx8_03,overlord,
68,em_icon_cheesyheartsticker,LOOT_MTX8_EMBLEM_04,emblem_mtx8_04,overlord,
69,em_icon_steampunkhovercar,LOOT_MTX8_EMBLEM_05,emblem_mtx8_05,overlord,
70,em_icon_steampunksubmarine,LOOT_MTX8_EMBLEM_06,emblem_mtx8_06,overlord,
71,em_icon_steampunkrevolver,LOOT_MTX8_EMBLEM_07,emblem_mtx8_07,overlord,
72,em_icon_volcano,LOOT_MTX8_EMBLEM_08,emblem_mtx8_08,overlord,
73,em_icon_hypnoticspiral,LOOT_MTX8_EMBLEM_09,emblem_mtx8_09,overlord,
74,em_icon_ripcandle,LOOT_MTX8_EMBLEM_10,emblem_mtx8_10,overlord,
75,em_icon_saturn,LOOT_MTX8_EMBLEM_11,emblem_mtx8_11,overlord,
76,em_icon_galaxy,LOOT_MTX8_EMBLEM_12,emblem_mtx8_12,overlord,
77,em_icon_beijingoperamask,LOOT_MTX8_EMBLEM_13,emblem_mtx8_13,overlord,
78,em_icon_steampunkmech,LOOT_MTX8_EMBLEM_14,emblem_mtx8_14,liberation,
79,em_icon_steampunkhat,LOOT_MTX8_EMBLEM_15,emblem_mtx8_15,liberation,
80,em_icon_steampunkufo,LOOT_MTX8_EMBLEM_16,emblem_mtx8_16,overlord,
81,em_icon_robotcat,LOOT_MTX8_EMBLEM_17,emblem_mtx8_17,overlord,
82,em_icon_nunchaku,LOOT_MTX8_EMBLEM_18,emblem_mtx8_18,overlord,
83,em_icon_zeppelin,LOOT_MTX8_EMBLEM_19,emblem_mtx8_19,overlord,
84,em_icon_explodingwinduptoy,LOOT_MTX8_EMBLEM_20,emblem_mtx8_20,liberation,
85,em_icon_cartoonhotsauce,LOOT_MTX8_EMBLEM_21,emblem_mtx8_21,overlord,
86,em_icon_steampunklasergun,LOOT_MTX8_EMBLEM_22,emblem_mtx8_22,liberation,
87,em_icon_steampunkcontroller,LOOT_MTX8_EMBLEM_23,emblem_mtx8_23,overlord,
88,em_icon_steampunkspaceship,LOOT_MTX8_EMBLEM_24,emblem_mtx8_24,overlord,
89,em_icon_robothornet,LOOT_MTX8_EMBLEM_25,emblem_mtx8_25,overlord,
90,em_icon_dabbingsilhouette,LOOT_MTX8_EMBLEM_26,emblem_mtx8_26,overlord,
91,em_icon_cthulu,LOOT_MTX8_EMBLEM_27,emblem_mtx8_27,overlord,
92,em_icon_blackhole,LOOT_MTX8_EMBLEM_28,emblem_mtx8_28,overlord,
93,em_icon_steampunkgrenade,LOOT_MTX8_EMBLEM_29,emblem_mtx8_29,overlord,
94,em_icon_cyborgheart,LOOT_MTX8_EMBLEM_30,emblem_mtx8_30,overlord,
95,em_icon_chipsandsoda,LOOT_MTX8_EMBLEM_31,emblem_mtx8_31,overlord,
96,em_icon_asteroid,LOOT_MTX8_EMBLEM_32,emblem_mtx8_32,overlord,
97,em_icon_robotdog,LOOT_MTX8_EMBLEM_33,emblem_mtx8_33,overlord,
98,em_icon_earth,LOOT_MTX8_EMBLEM_34,emblem_mtx8_34,overlord,
99,em_icon_burrito,LOOT_MTX8_EMBLEM_35,emblem_mtx8_35,overlord,
100,em_icon_tornado,LOOT_MTX8_EMBLEM_36,emblem_mtx8_36,overlord,
101,em_icon_beerpongcupandball,LOOT_MTX8_EMBLEM_37,emblem_mtx8_37,overlord,
102,em_icon_sweatyhandclutchingamouse,LOOT_MTX8_EMBLEM_38,emblem_mtx8_38,overlord,
103,em_icon_angrycartoonsaltshaker,LOOT_MTX8_EMBLEM_39,emblem_mtx8_39,overlord,
104,em_icon_toonzombie,LOOT_MTX9_EMBLEM_01,emblem_mtx9_01,overlord,
105,em_icon_scaryeyes,LOOT_MTX9_EMBLEM_02,emblem_mtx9_02,overlord,
106,em_icon_scaryclown,LOOT_MTX9_EMBLEM_03,emblem_mtx9_03,overlord,
107,em_icon_toonghost,LOOT_MTX9_EMBLEM_04,emblem_mtx9_04,overlord,
108,em_icon_spiderweb,LOOT_MTX9_EMBLEM_05,emblem_mtx9_05,halloween,
109,em_icon_chainsaw,LOOT_MTX9_EMBLEM_06,emblem_mtx9_06,overlord,
110,em_icon_hauntedhouse,LOOT_MTX9_EMBLEM_07,emblem_mtx9_07,overlord,
111,em_icon_skull,LOOT_MTX9_EMBLEM_08,emblem_mtx9_08,overlord,
112,em_icon_giantspider,LOOT_MTX9_EMBLEM_09,emblem_mtx9_09,overlord,
113,em_icon_blackcat,LOOT_MTX9_EMBLEM_10,emblem_mtx9_10,overlord,
114,em_icon_candycorn,LOOT_MTX9_EMBLEM_11,emblem_mtx9_11,overlord,
115,em_icon_jackbox,LOOT_MTX9_EMBLEM_12,emblem_mtx9_12,overlord,
116,em_icon_leviathan,LOOT_MTX9_EMBLEM_13,emblem_mtx9_13,overlord,
117,em_icon_fullmoon,LOOT_MTX9_EMBLEM_14,emblem_mtx9_14,overlord,
118,em_icon_choconade,LOOT_MTX9_EMBLEM_15,emblem_mtx9_15,overlord,
119,em_icon_toonmummy,LOOT_MTX9_EMBLEM_16,emblem_mtx9_16,overlord,
120,em_icon_dishand,LOOT_MTX9_EMBLEM_17,emblem_mtx9_17,overlord,
121,em_icon_cerberus,LOOT_MTX9_EMBLEM_18,emblem_mtx9_18,overlord,
122,em_icon_reaper,LOOT_MTX9_EMBLEM_19,emblem_mtx9_19,halloween,
123,em_icon_yeti,LOOT_MTX9_EMBLEM_20,emblem_mtx9_20,overlord,
124,em_icon_madscientist,LOOT_MTX9_EMBLEM_21,emblem_mtx9_21,overlord,
125,em_icon_toonwerewolf,LOOT_MTX9_EMBLEM_22,emblem_mtx9_22,overlord,
126,em_icon_toonwitch,LOOT_MTX9_EMBLEM_23,emblem_mtx9_23,overlord,
127,em_icon_toonvampire,LOOT_MTX9_EMBLEM_24,emblem_mtx9_24,overlord,
128,em_icon_skeleton,LOOT_MTX9_EMBLEM_25,emblem_mtx9_25,overlord,
129,em_icon_spookyowl,LOOT_MTX9_EMBLEM_26,emblem_mtx9_26,overlord,
130,em_icon_skeleton_02,LOOT_MTX9_EMBLEM_27,emblem_mtx9_27,overlord,
131,em_icon_lochness,LOOT_MTX9_EMBLEM_28,emblem_mtx9_28,overlord,
132,em_icon_possessed,LOOT_MTX9_EMBLEM_29,emblem_mtx9_29,overlord,
133,em_icon_evilpuppet,LOOT_MTX9_EMBLEM_30,emblem_mtx9_30,overlord,
134,em_icon_scarecrow,LOOT_MTX9_EMBLEM_31,emblem_mtx9_31,overlord,
135,em_icon_butcher,LOOT_MTX9_EMBLEM_32,emblem_mtx9_32,entitlement,
136,em_icon_medusa,LOOT_MTX9_EMBLEM_33,emblem_mtx9_33,overlord,
137,em_icon_lollinade,LOOT_MTX9_EMBLEM_34,emblem_mtx9_34,overlord,
138,em_icon_skeletondog,LOOT_MTX9_EMBLEM_35,emblem_mtx9_35,overlord,
139,em_icon_toonstein,LOOT_MTX9_EMBLEM_36,emblem_mtx9_36,overlord,
140,em_icon_toonswamp,LOOT_MTX9_EMBLEM_37,emblem_mtx9_37,overlord,
141,em_icon_jacklantern_01,LOOT_MTX9_EMBLEM_38,emblem_mtx9_38,halloween,
142,em_icon_jacklantern_02,LOOT_MTX9_EMBLEM_39,emblem_mtx9_39,overlord,
143,em_icon_jacklantern_03,LOOT_MTX9_EMBLEM_40,emblem_mtx9_40,overlord,
