44,reticle_mtx3_5_lens_14,LOOT_MTX3_5_RETICLE_LENS_14,LOOT_MTX3_5_RETICLE_LENS_14_DESC,s2_ret_mdlc_lens_013,viewmodel_reticle_mdlc_lens_13,,,,26,
45,reticle_mtx3_5_lens_15,LOOT_MTX3_5_RETICLE_LENS_15,LOOT_MTX3_5_RETICLE_LENS_15_DESC,s2_ret_mdlc_lens_014,viewmodel_reticle_mdlc_lens_14,,,,27,
46,reticle_mtx3_5_lens_16,LOOT_MTX3_5_RETICLE_LENS_16,LOOT_MTX3_5_RETICLE_LENS_16_DESC,s2_ret_mdlc_lens_015,viewmodel_reticle_mdlc_lens_15,,,,28,
47,reticle_mtx3_5_lens_17,LOOT_MTX3_5_RETICLE_LENS_17,LOOT_MTX3_5_RETICLE_LENS_17_DESC,s2_ret_mdlc_lens_016,viewmodel_reticle_mdlc_lens_16,,,,29,
48,reticle_mtx3_5_lens_18,LOOT_MTX3_5_RETICLE_LENS_18,LOOT_MTX3_5_RETICLE_LENS_18_DESC,s2_ret_mdlc_lens_017,viewmodel_reticle_mdlc_lens_17,,,,30,
49,reticle_mtx3_5_lens_19,LOOT_MTX3_5_RETICLE_LENS_19,LOOT_MTX3_5_RETICLE_LENS_19_DESC,s2_ret_mdlc_lens_018,viewmodel_reticle_mdlc_lens_18,,,,31,
50,reticle_mtx3_5_lens_20,LOOT_MTX3_5_RETICLE_LENS_20,LOOT_MTX3_5_RETICLE_LENS_20_DESC,s2_ret_mdlc_lens_019,viewmodel_reticle_mdlc_lens_19,,,,32,
51,reticle_mtx3_5_lens_21,LOOT_MTX3_5_RETICLE_LENS_21,LOOT_MTX3_5_RETICLE_LENS_21_DESC,s2_ret_mdlc_lens_020,viewmodel_reticle_mdlc_lens_20,,,,33,
52,reticle_mtx3_5_lens_22,LOOT_MTX3_5_RETICLE_LENS_22,LOOT_MTX3_5_RETICLE_LENS_22_DESC,s2_ret_mdlc_lens_021,viewmodel_reticle_mdlc_lens_21,,,,34,
53,reticle_mtx3_5_lens_23,LOOT_MTX3_5_RETICLE_LENS_23,LOOT_MTX3_5_RETICLE_LENS_23_DESC,s2_ret_mdlc_lens_022,viewmodel_reticle_mdlc_lens_22,,,,35,
54,reticle_mtx3_5_lens_24,LOOT_MTX3_5_RETICLE_LENS_24,LOOT_MTX3_5_RETICLE_LENS_24_DESC,s2_ret_mdlc_lens_023,viewmodel_reticle_mdlc_lens_23,,,,36,
55,reticle_mtx3_5_lens_25,LOOT_MTX3_5_RETICLE_LENS_25,LOOT_MTX3_5_RETICLE_LENS_25_DESC,s2_ret_mdlc_lens_024,viewmodel_reticle_mdlc_lens_24,,,,37,
56,reticle_mtx3_5_lens_26,LOOT_MTX3_5_RETICLE_LENS_26,LOOT_MTX3_5_RETICLE_LENS_26_DESC,s2_ret_mdlc_lens_025,viewmodel_reticle_mdlc_lens_25,,,,38,
57,reticle_mtx3_5_nydar_01,LOOT_MTX3_5_RETICLE_NYDAR_01,LOOT_MTX3_5_RETICLE_NYDAR_01_DESC,s2_ret_mdlc_nydar_000,viewmodel_reticle_mdlc_reflex_00,,,,13,
58,reticle_mtx3_5_nydar_02,LOOT_MTX3_5_RETICLE_NYDAR_02,LOOT_MTX3_5_RETICLE_NYDAR_02_DESC,s2_ret_mdlc_nydar_001,viewmodel_reticle_mdlc_reflex_01,,,,14,
59,reticle_mtx3_5_nydar_03,LOOT_MTX3_5_RETICLE_NYDAR_03,LOOT_MTX3_5_RETICLE_NYDAR_03_DESC,s2_ret_mdlc_nydar_002,viewmodel_reticle_mdlc_reflex_02,,,,15,
60,reticle_mtx3_5_nydar_04,LOOT_MTX3_5_RETICLE_NYDAR_04,LOOT_MTX3_5_RETICLE_NYDAR_04_DESC,s2_ret_mdlc_nydar_003,viewmodel_reticle_mdlc_reflex_03,,,,16,
61,reticle_mtx3_5_nydar_05,LOOT_MTX3_5_RETICLE_NYDAR_05,LOOT_MTX3_5_RETICLE_NYDAR_05_DESC,s2_ret_mdlc_nydar_004,viewmodel_reticle_mdlc_reflex_04,,,,17,
62,reticle_mtx3_5_nydar_06,LOOT_MTX3_5_RETICLE_NYDAR_06,LOOT_MTX3_5_RETICLE_NYDAR_06_DESC,s2_ret_mdlc_nydar_005,viewmodel_reticle_mdlc_reflex_05,,,,18,
63,reticle_mtx3_5_nydar_07,LOOT_MTX3_5_RETICLE_NYDAR_07,LOOT_MTX3_5_RETICLE_NYDAR_07_DESC,s2_ret_mdlc_nydar_006,viewmodel_reticle_mdlc_reflex_06,,,,19,
64,reticle_mtx3_5_nydar_08,LOOT_MTX3_5_RETICLE_NYDAR_08,LOOT_MTX3_5_RETICLE_NYDAR_08_DESC,s2_ret_mdlc_nydar_007,viewmodel_reticle_mdlc_reflex_07,,,,20,
65,reticle_mtx3_5_nydar_09,LOOT_MTX3_5_RETICLE_NYDAR_09,LOOT_MTX3_5_RETICLE_NYDAR_09_DESC,s2_ret_mdlc_nydar_008,viewmodel_reticle_mdlc_reflex_08,,,,21,
66,reticle_mtx3_5_nydar_10,LOOT_MTX3_5_RETICLE_NYDAR_10,LOOT_MTX3_5_RETICLE_NYDAR_10_DESC,s2_ret_mdlc_nydar_009,viewmodel_reticle_mdlc_reflex_09,,,,22,
67,reticle_mtx3_5_nydar_11,LOOT_MTX3_5_RETICLE_NYDAR_11,LOOT_MTX3_5_RETICLE_NYDAR_11_DESC,s2_ret_mdlc_nydar_010,viewmodel_reticle_mdlc_reflex_10,,,,23,
68,reticle_mtx3_5_nydar_12,LOOT_MTX3_5_RETICLE_NYDAR_12,LOOT_MTX3_5_RETICLE_NYDAR_12_DESC,s2_ret_mdlc_nydar_011,viewmodel_reticle_mdlc_reflex_11,,,,24,
69,reticle_mtx3_5_nydar_13,LOOT_MTX3_5_RETICLE_NYDAR_13,LOOT_MTX3_5_RETICLE_NYDAR_13_DESC,s2_ret_mdlc_nydar_012,viewmodel_reticle_mdlc_reflex_12,,,,25,
70,reticle_mtx3_5_nydar_14,LOOT_MTX3_5_RETICLE_NYDAR_14,LOOT_MTX3_5_RETICLE_NYDAR_14_DESC,s2_ret_mdlc_nydar_013,viewmodel_reticle_mdlc_reflex_13,,,,26,
71,reticle_mtx3_5_nydar_15,LOOT_MTX3_5_RETICLE_NYDAR_15,LOOT_MTX3_5_RETICLE_NYDAR_15_DESC,s2_ret_mdlc_nydar_014,viewmodel_reticle_mdlc_reflex_14,,,,27,
72,reticle_mtx3_5_nydar_16,LOOT_MTX3_5_RETICLE_NYDAR_16,LOOT_MTX3_5_RETICLE_NYDAR_16_DESC,s2_ret_mdlc_nydar_015,viewmodel_reticle_mdlc_reflex_15,,,,28,
73,reticle_mtx3_5_nydar_17,LOOT_MTX3_5_RETICLE_NYDAR_17,LOOT_MTX3_5_RETICLE_NYDAR_17_DESC,s2_ret_mdlc_nydar_016,viewmodel_reticle_mdlc_reflex_16,,,,29,
74,reticle_mtx3_5_nydar_18,LOOT_MTX3_5_RETICLE_NYDAR_18,LOOT_MTX3_5_RETICLE_NYDAR_18_DESC,s2_ret_mdlc_nydar_017,viewmodel_reticle_mdlc_reflex_17,,,,30,
75,reticle_mtx3_5_nydar_19,LOOT_MTX3_5_RETICLE_NYDAR_19,LOOT_MTX3_5_RETICLE_NYDAR_19_DESC,s2_ret_mdlc_nydar_018,viewmodel_reticle_mdlc_reflex_18,,,,31,
76,reticle_mtx3_5_nydar_20,LOOT_MTX3_5_RETICLE_NYDAR_20,LOOT_MTX3_5_RETICLE_NYDAR_20_DESC,s2_ret_mdlc_nydar_019,viewmodel_reticle_mdlc_reflex_19,,,,32,
77,reticle_mtx3_5_nydar_21,LOOT_MTX3_5_RETICLE_NYDAR_21,LOOT_MTX3_5_RETICLE_NYDAR_21_DESC,s2_ret_mdlc_nydar_020,viewmodel_reticle_mdlc_reflex_20,,,,33,
78,reticle_mtx3_5_nydar_22,LOOT_MTX3_5_RETICLE_NYDAR_22,LOOT_MTX3_5_RETICLE_NYDAR_22_DESC,s2_ret_mdlc_nydar_021,viewmodel_reticle_mdlc_reflex_21,,,,34,
79,reticle_mtx3_5_nydar_23,LOOT_MTX3_5_RETICLE_NYDAR_23,LOOT_MTX3_5_RETICLE_NYDAR_23_DESC,s2_ret_mdlc_nydar_022,viewmodel_reticle_mdlc_reflex_22,,,,35,
80,reticle_mtx3_5_nydar_24,LOOT_MTX3_5_RETICLE_NYDAR_24,LOOT_MTX3_5_RETICLE_NYDAR_24_DESC,s2_ret_mdlc_nydar_023,viewmodel_reticle_mdlc_reflex_23,,,,36,
81,reticle_mtx3_5_nydar_25,LOOT_MTX3_5_RETICLE_NYDAR_25,LOOT_MTX3_5_RETICLE_NYDAR_25_DESC,s2_ret_mdlc_nydar_024,viewmodel_reticle_mdlc_reflex_24,,,,37,
82,reticle_mtx3_5_nydar_26,LOOT_MTX3_5_RETICLE_NYDAR_26,LOOT_MTX3_5_RETICLE_NYDAR_26_DESC,s2_ret_mdlc_nydar_025,viewmodel_reticle_mdlc_reflex_25,,,,38,
83,reticle_mtx3_5_telescopic_01,LOOT_MTX3_5_RETICLE_TELESCOPIC_01,LOOT_MTX3_5_RETICLE_TELESCOPIC_01_DESC,s2_ret_mdlc_telescopic_000,viewmodel_reticle_scope_00,,,,13,
84,reticle_mtx3_5_telescopic_02,LOOT_MTX3_5_RETICLE_TELESCOPIC_02,LOOT_MTX3_5_RETICLE_TELESCOPIC_02_DESC,s2_ret_mdlc_telescopic_001,viewmodel_reticle_scope_01,,,,14,
85,reticle_mtx3_5_telescopic_03,LOOT_MTX3_5_RETICLE_TELESCOPIC_03,LOOT_MTX3_5_RETICLE_TELESCOPIC_03_DESC,s2_ret_mdlc_telescopic_002,viewmodel_reticle_scope_02,,,,15,
86,reticle_mtx3_5_telescopic_04,LOOT_MTX3_5_RETICLE_TELESCOPIC_04,LOOT_MTX3_5_RETICLE_TELESCOPIC_04_DESC,s2_ret_mdlc_telescopic_003,viewmodel_reticle_scope_03,,,,16,
87,reticle_mtx3_5_telescopic_05,LOOT_MTX3_5_RETICLE_TELESCOPIC_05,LOOT_MTX3_5_RETICLE_TELESCOPIC_05_DESC,s2_ret_mdlc_telescopic_004,viewmodel_reticle_scope_04,,,,17,
88,reticle_mtx3_5_telescopic_06,LOOT_MTX3_5_RETICLE_TELESCOPIC_06,LOOT_MTX3_5_RETICLE_TELESCOPIC_06_DESC,s2_ret_mdlc_telescopic_005,viewmodel_reticle_scope_05,,,,18,
89,reticle_mtx3_5_telescopic_07,LOOT_MTX3_5_RETICLE_TELESCOPIC_07,LOOT_MTX3_5_RETICLE_TELESCOPIC_07_DESC,s2_ret_mdlc_telescopic_006,viewmodel_reticle_scope_06,,,,19,
90,reticle_mtx3_5_telescopic_08,LOOT_MTX3_5_RETICLE_TELESCOPIC_08,LOOT_MTX3_5_RETICLE_TELESCOPIC_08_DESC,s2_ret_mdlc_telescopic_007,viewmodel_reticle_scope_07,,,,20,
91,reticle_mtx3_5_telescopic_09,LOOT_MTX3_5_RETICLE_TELESCOPIC_09,LOOT_MTX3_5_RETICLE_TELESCOPIC_09_DESC,s2_ret_mdlc_telescopic_008,viewmodel_reticle_scope_08,,,,21,
92,reticle_mtx3_5_telescopic_10,LOOT_MTX3_5_RETICLE_TELESCOPIC_10,LOOT_MTX3_5_RETICLE_TELESCOPIC_10_DESC,s2_ret_mdlc_telescopic_009,viewmodel_reticle_scope_09,,,,22,
93,reticle_mtx3_5_telescopic_11,LOOT_MTX3_5_RETICLE_TELESCOPIC_11,LOOT_MTX3_5_RETICLE_TELESCOPIC_11_DESC,s2_ret_mdlc_telescopic_010,viewmodel_reticle_scope_10,,,,23,
94,reticle_mtx3_5_telescopic_12,LOOT_MTX3_5_RETICLE_TELESCOPIC_12,LOOT_MTX3_5_RETICLE_TELESCOPIC_12_DESC,s2_ret_mdlc_telescopic_011,viewmodel_reticle_scope_11,,,,24,
95,reticle_mtx3_5_telescopic_13,LOOT_MTX3_5_RETICLE_TELESCOPIC_13,LOOT_MTX3_5_RETICLE_TELESCOPIC_13_DESC,s2_ret_mdlc_telescopic_012,viewmodel_reticle_scope_12,,,,25,
96,reticle_mtx3_5_telescopic_14,LOOT_MTX3_5_RETICLE_TELESCOPIC_14,LOOT_MTX3_5_RETICLE_TELESCOPIC_14_DESC,s2_ret_mdlc_telescopic_013,viewmodel_reticle_scope_13,,,,26,
97,reticle_mtx3_5_telescopic_15,LOOT_MTX3_5_RETICLE_TELESCOPIC_15,LOOT_MTX3_5_RETICLE_TELESCOPIC_15_DESC,s2_ret_mdlc_telescopic_014,viewmodel_reticle_scope_14,,,,27,
98,reticle_mtx3_5_telescopic_16,LOOT_MTX3_5_RETICLE_TELESCOPIC_16,LOOT_MTX3_5_RETICLE_TELESCOPIC_16_DESC,s2_ret_mdlc_telescopic_015,viewmodel_reticle_scope_15,,,,28,
99,reticle_mtx3_5_telescopic_17,LOOT_MTX3_5_RETICLE_TELESCOPIC_17,LOOT_MTX3_5_RETICLE_TELESCOPIC_17_DESC,s2_ret_mdlc_telescopic_016,viewmodel_reticle_scope_16,,,,29,
100,reticle_mtx3_5_telescopic_18,LOOT_MTX3_5_RETICLE_TELESCOPIC_18,LOOT_MTX3_5_RETICLE_TELESCOPIC_18_DESC,s2_ret_mdlc_telescopic_017,viewmodel_reticle_scope_17,,,,30,
101,reticle_mtx3_5_telescopic_19,LOOT_MTX3_5_RETICLE_TELESCOPIC_19,LOOT_MTX3_5_RETICLE_TELESCOPIC_19_DESC,s2_ret_mdlc_telescopic_018,viewmodel_reticle_scope_18,,,,31,
102,reticle_mtx3_5_telescopic_20,LOOT_MTX3_5_RETICLE_TELESCOPIC_20,LOOT_MTX3_5_RETICLE_TELESCOPIC_20_DESC,s2_ret_mdlc_telescopic_019,viewmodel_reticle_scope_19,,,,32,
103,reticle_mtx3_5_telescopic_21,LOOT_MTX3_5_RETICLE_TELESCOPIC_21,LOOT_MTX3_5_RETICLE_TELESCOPIC_21_DESC,s2_ret_mdlc_telescopic_020,viewmodel_reticle_scope_20,,,,33,
104,reticle_mtx3_5_telescopic_22,LOOT_MTX3_5_RETICLE_TELESCOPIC_22,LOOT_MTX3_5_RETICLE_TELESCOPIC_22_DESC,s2_ret_mdlc_telescopic_021,viewmodel_reticle_scope_21,,,,34,
105,reticle_mtx3_5_telescopic_23,LOOT_MTX3_5_RETICLE_TELESCOPIC_23,LOOT_MTX3_5_RETICLE_TELESCOPIC_23_DESC,s2_ret_mdlc_telescopic_022,viewmodel_reticle_scope_22,,,,35,
106,reticle_mtx3_5_telescopic_24,LOOT_MTX3_5_RETICLE_TELESCOPIC_24,LOOT_MTX3_5_RETICLE_TELESCOPIC_24_DESC,s2_ret_mdlc_telescopic_023,viewmodel_reticle_scope_23,,,,36,
107,reticle_mtx3_5_telescopic_25,LOOT_MTX3_5_RETICLE_TELESCOPIC_25,LOOT_MTX3_5_RETICLE_TELESCOPIC_25_DESC,s2_ret_mdlc_telescopic_024,viewmodel_reticle_scope_24,,,,37,
108,reticle_mtx3_5_telescopic_26,LOOT_MTX3_5_RETICLE_TELESCOPIC_26,LOOT_MTX3_5_RETICLE_TELESCOPIC_26_DESC,s2_ret_mdlc_telescopic_025,viewmodel_reticle_scope_25,,,,38,
109,reticle_mtx4_lens_01,LOOT_MTX4_RETICLE_LENS_01,LOOT_MTX4_RETICLE_LENS_01_DESC,s2_ret_mdlc_lens_026,viewmodel_reticle_mdlc_lens_26,,,,39,
110,reticle_mtx4_lens_02,LOOT_MTX4_RETICLE_LENS_02,LOOT_MTX4_RETICLE_LENS_02_DESC,s2_ret_mdlc_lens_027,viewmodel_reticle_mdlc_lens_27,,,,40,
111,reticle_mtx4_lens_03,LOOT_MTX4_RETICLE_LENS_03,LOOT_MTX4_RETICLE_LENS_03_DESC,s2_ret_mdlc_lens_028,viewmodel_reticle_mdlc_lens_28,,,,41,
112,reticle_mtx4_lens_04,LOOT_MTX4_RETICLE_LENS_04,LOOT_MTX4_RETICLE_LENS_04_DESC,s2_ret_mdlc_lens_029,viewmodel_reticle_mdlc_lens_29,,,,42,
113,reticle_mtx4_lens_05,LOOT_MTX4_RETICLE_LENS_05,LOOT_MTX4_RETICLE_LENS_05_DESC,s2_ret_mdlc_lens_030,viewmodel_reticle_mdlc_lens_30,,,,43,
114,reticle_mtx4_nydar_01,LOOT_MTX4_RETICLE_NYDAR_01,LOOT_MTX4_RETICLE_NYDAR_01_DESC,s2_ret_mdlc_nydar_026,viewmodel_reticle_mdlc_reflex_26,,,,39,
115,reticle_mtx4_nydar_02,LOOT_MTX4_RETICLE_NYDAR_02,LOOT_MTX4_RETICLE_NYDAR_02_DESC,s2_ret_mdlc_nydar_027,viewmodel_reticle_mdlc_reflex_27,,,,40,
116,reticle_mtx4_nydar_03,LOOT_MTX4_RETICLE_NYDAR_03,LOOT_MTX4_RETICLE_NYDAR_03_DESC,s2_ret_mdlc_nydar_028,viewmodel_reticle_mdlc_reflex_28,,,,41,
117,reticle_mtx4_nydar_04,LOOT_MTX4_RETICLE_NYDAR_04,LOOT_MTX4_RETICLE_NYDAR_04_DESC,s2_ret_mdlc_nydar_029,viewmodel_reticle_mdlc_reflex_29,,,,42,
118,reticle_mtx4_nydar_05,LOOT_MTX4_RETICLE_NYDAR_05,LOOT_MTX4_RETICLE_NYDAR_05_DESC,s2_ret_mdlc_nydar_030,viewmodel_reticle_mdlc_reflex_30,,,,43,
119,reticle_mtx4_telescopic_01,LOOT_MTX4_RETICLE_TELESCOPIC_01,LOOT_MTX4_RETICLE_TELESCOPIC_01_DESC,s2_ret_mdlc_telescopic_026,viewmodel_reticle_scope_26,,,,39,
120,reticle_mtx4_telescopic_02,LOOT_MTX4_RETICLE_TELESCOPIC_02,LOOT_MTX4_RETICLE_TELESCOPIC_02_DESC,s2_ret_mdlc_telescopic_027,viewmodel_reticle_scope_27,,,,40,
121,reticle_mtx4_telescopic_03,LOOT_MTX4_RETICLE_TELESCOPIC_03,LOOT_MTX4_RETICLE_TELESCOPIC_03_DESC,s2_ret_mdlc_telescopic_028,viewmodel_reticle_scope_28,,,,41,
122,reticle_mtx4_telescopic_04,LOOT_MTX4_RETICLE_TELESCOPIC_04,LOOT_MTX4_RETICLE_TELESCOPIC_04_DESC,s2_ret_mdlc_telescopic_029,viewmodel_reticle_scope_29,,,,42,
123,reticle_mtx4_telescopic_05,LOOT_MTX4_RETICLE_TELESCOPIC_05,LOOT_MTX4_RETICLE_TELESCOPIC_05_DESC,s2_ret_mdlc_telescopic_030,viewmodel_reticle_scope_30,,,,43,
124,reticle_mtx5_lens_01,LOOT_MTX5_RETICLE_LENS_01,LOOT_MTX5_RETICLE_LENS_01_DESC,s2_ret_mdlc_lens_031,viewmodel_reticle_mdlc_lens_31,,,,44,
125,reticle_mtx5_lens_02,LOOT_MTX5_RETICLE_LENS_02,LOOT_MTX5_RETICLE_LENS_02_DESC,s2_ret_mdlc_lens_032,viewmodel_reticle_mdlc_lens_32,,,,45,
126,reticle_mtx5_lens_03,LOOT_MTX5_RETICLE_LENS_03,LOOT_MTX5_RETICLE_LENS_03_DESC,s2_ret_mdlc_lens_033,viewmodel_reticle_mdlc_lens_33,,,,46,
127,reticle_mtx5_lens_04,LOOT_MTX5_RETICLE_LENS_04,LOOT_MTX5_RETICLE_LENS_04_DESC,s2_ret_mdlc_lens_034,viewmodel_reticle_mdlc_lens_34,,,,47,
