eyewear,,,0,44,LOOT_MTX6_ZOMBIE_HUNTER,,0x6C0002C,1,,,,,
eyewear,,,0,45,LOOT_MTX6_ZOMBIE_SURVIVOR,,0x6C0002D,1,,,,,
eyewear,,,0,46,LOOT_MTX6_ZOMBIE_ASSASSIN,,0x6C0002E,1,,,,,
eyewear,,,0,47,LOOT_MTX4_MONTY_UNIFORM,,0x6C0002F,1,,,,,
eyewear,,,0,48,LOOT_MTX5_ZOMBIE_SLAYER,,0x6C00030,1,,,,,
eyewear,,,0,49,LOOT_MTX8_POLISH_MEDIC,,0x6C00031,1,,,,,
eyewear,,,0,50,LOOT_MTX6_NEW_ZEALAND_CAVALRY,,0x6C00032,1,,,,,
eyewear,,,0,51,LOOT_MTX6_RUSSIAN_COSSACK_R1,,0x6C00033,1,,,,,
eyewear,,,0,52,LOOT_MTX7_NEW_ZEALAND_SEMI_MILITARY,,0x6C00034,1,,,,,
eyewear,,,0,53,LOOT_MTX7_BRITISH_SUMMER_HEAVY,,0x6C00035,1,,,,,
eyewear,,,0,54,LOOT_MTX7_US_SEMI_MILITARY,,0x6C00036,1,,,,,
eyewear,,,0,55,LOOT_MTX6_BRITISH_GOUMIER_R1,,0x6C00037,1,,,,,
eyewear,,,0,56,LOOT_MTX7_UNIFORM_SUMMER,,0x6C00038,1,,,,,
eyewear,,,0,57,LOOT_MTX7_US_MASTER_PRESTIGE,,0x6C00039,0,,,,,
eyewear,,,0,58,LOOT_MTX8_BRITISH_MEDIC,,0x6C0003A,1,,,,,
eyewear,,,0,59,LOOT_MTX8_SOVIET_MEDIC,,0x6C0003B,1,,,,,
eyewear,,,0,62,LOOT_MTX9_REAPER,,0x6C0003E,1,,,,,
eyewear,,,0,63,LOOT_MTX9_SCARECROW,,0x6C0003F,1,,,,,
gear,,,0,1,LOOT_US_INFANTRY_UNIFORM,,0x6700001,1,,,,,
gear,,,0,3,LOOT_US_PARATROOPER_UNIFORM,,0x6700003,1,,,,,
gear,,,0,4,LOOT_US_PILOT_UNIFORM,,0x6700004,1,,,,,
gear,,,0,5,LOOT_US_ANC_NURSE_UNIFORM,,0x6700005,1,,,,,
gear,,,0,6,LOOT_US_TANKER_UNIFORM,,0x6700006,1,,,,,
gear,,,0,7,LOOT_US_RIVETER_UNIFORM,,0x6700007,1,,,,,
gear,,,0,8,LOOT_US_TALKER_UNIFORM,,0x6700008,1,,,,,
gear,,,0,9,LOOT_BRITISH_DESERT_RAT_UNIFORM,,0x6700009,1,,,,,
gear,,,0,10,LOOT_BRITISH_ATS_OFFICER_UNIFORM,,0x670000A,1,,,,,
gear,,,0,11,LOOT_BRITISH_COMMANDO_UNIFORM,,0x670000B,1,,,,,
gear,,,0,12,LOOT_NETHERLANDS_INFANTRY_UNIFORM,,0x670000C,1,,,,,
gear,,,0,13,LOOT_CANADIAN_SNIPER_UNIFORM,,0x670000D,1,,,,,
gear,,,0,14,LOOT_CANADA_BLACK_WATCH_UNIFORM,,0x670000E,1,,,,,
gear,,,0,15,LOOT_MTX2_FRENCH_RESISTANCE,,0x670000F,1,,,,,
gear,,,0,16,LOOT_FRENCH_MEDIC_UNIFORM,,0x6700010,1,,,,,
gear,,,0,17,LOOT_SOVIET_NAVAL_INFANTRY_UNIFORM,,0x6700011,1,,,,,
gear,,,0,18,LOOT_SOVIET_INFANTRY_UNIFORM,,0x6700012,1,,,,,
gear,,,0,19,LOOT_SOVIET_SAPPER_UNIFORM,,0x6700013,1,,,,,
gear,,,0,20,LOOT_SOVIET_WINTER_INFANTRY_UNIFORM,,0x6700014,1,,,,,
gear,,,0,21,LOOT_US_WINTER_UNIFORM,,0x6700015,1,,,,,
gear,,,0,22,LOOT_MTX1_POLISH_WINTER_UNIFORM,,0x6700016,1,,,,,
gear,,,0,23,LOOT_MTX1_US_WINTER_OVERCOAT,,0x6700017,1,,,,,
gear,,,0,24,LOOT_MTX1_SOVIET_WINTER,,0x6700018,1,,,,,
gear,,,0,25,LOOT_MTX1_BRITISH_ROYAL_NAVY_UNIFORM,,0x6700019,1,,,,,
gear,,,0,26,LOOT_BRITISH_RAF_PILOT_UNIFORM,,0x670001A,1,,,,,
gear,,,0,28,LOOT_MTX3_ITALIAN_RESISTANCE,,0x670001C,1,,,,,
gear,,,0,29,LOOT_MTX3_DANISH_RESISTANCE,,0x670001D,1,,,,,
gear,,,0,30,LOOT_DLC1_POLISH_RESISTANCE,,0x670001E,1,,,,,
gear,,,0,35,LOOT_MTX2_SOVIET_RESISTANCE,,0x6700023,1,,,,,
gear,,,0,36,LOOT_MTX5_SOVIET_ENGINEER,,0x6700024,1,,,,,
gear,,,0,38,LOOT_MTX5_FRENCH_LEGIONNAIRE,,0x6700026,1,,,,,
gear,,,0,39,LOOT_MTX4_BRITISH_TANKER,,0x6700027,1,,,,,
gear,,,0,40,LOOT_MTX4_AUSTRALIAN_INFANTRY,,0x6700028,1,,,,,
gear,,,0,41,LOOT_MTX5_US_ASSAULT,,0x6700029,1,,,,,
gear,,,0,42,LOOT_MTX5_BRITISH_BUTCHER,,0x670002A,1,,,,,
gear,,,0,43,LOOT_MTX6_ZOMBIE_MOUNTAINEER,,0x670002B,1,,,,,
gear,,,0,44,LOOT_MTX6_ZOMBIE_HUNTER,,0x670002C,1,,,,,
gear,,,0,45,LOOT_MTX6_ZOMBIE_SURVIVOR,,0x670002D,1,,,,,
gear,,,0,46,LOOT_MTX6_ZOMBIE_ASSASSIN,,0x670002E,1,,,,,
gear,,,0,47,LOOT_MTX4_MONTY_UNIFORM,,0x670002F,1,,,,,
gear,,,0,48,LOOT_MTX5_ZOMBIE_SLAYER,,0x6700030,1,,,,,
gear,,,0,49,LOOT_MTX8_POLISH_MEDIC,,0x6700031,1,,,,,
gear,,,0,50,LOOT_MTX6_NEW_ZEALAND_CAVALRY,,0x6700032,1,,,,,
gear,,,0,51,LOOT_MTX6_RUSSIAN_COSSACK_R1,,0x6700033,1,,,,,
gear,,,0,52,LOOT_MTX7_NEW_ZEALAND_SEMI_MILITARY,,0x6700034,1,,,,,
gear,,,0,53,LOOT_MTX7_BRITISH_SUMMER_HEAVY,,0x6700035,1,,,,,
gear,,,0,54,LOOT_MTX7_US_SEMI_MILITARY,,0x6700036,1,,,,,
gear,,,0,55,LOOT_MTX6_BRITISH_GOUMIER_R1,,0x6700037,1,,,,,
gear,,,0,56,LOOT_MTX7_UNIFORM_SUMMER,,0x6700038,1,,,,,
gear,,,0,57,LOOT_MTX7_US_MASTER_PRESTIGE,,0x6700039,0,,,,,
gear,,,0,58,LOOT_MTX8_BRITISH_MEDIC,,0x670003A,1,,,,,
gear,,,0,59,LOOT_MTX8_SOVIET_MEDIC,,0x670003B,1,,,,,
gear,,,0,62,LOOT_MTX9_REAPER,,0x670003E,1,,,,,
gear,,,0,63,LOOT_MTX9_SCARECROW,,0x670003F,1,,,,,
hat,,,0,0,LOOT_NONE_CAPS,,0x6600000,0,,,,,
hat,,,0,1,LOOT_US_INFANTRY_UNIFORM,,0x6600001,1,,,,,
hat,,,0,3,LOOT_US_PARATROOPER_UNIFORM,,0x6600003,1,,,,,
hat,,,0,4,LOOT_US_PILOT_UNIFORM,,0x6600004,1,,helmet,,,
hat,,,0,5,LOOT_US_ANC_NURSE_UNIFORM,,0x6600005,1,,,,,
hat,,,0,6,LOOT_US_TANKER_UNIFORM,,0x6600006,1,,helmet,,,
hat,,,0,7,LOOT_US_RIVETER_UNIFORM,,0x6600007,1,,,,,
hat,,,0,8,LOOT_US_TALKER_UNIFORM,,0x6600008,1,,,,,
hat,,,0,9,LOOT_BRITISH_DESERT_RAT_UNIFORM,,0x6600009,1,,,,,
hat,,,0,10,LOOT_BRITISH_ATS_OFFICER_UNIFORM,,0x660000A,1,,,,,
hat,,,0,11,LOOT_BRITISH_COMMANDO_UNIFORM,,0x660000B,1,,,,,
hat,,,0,12,LOOT_NETHERLANDS_INFANTRY_UNIFORM,,0x660000C,1,,,,,
hat,,,0,13,LOOT_CANADIAN_SNIPER_UNIFORM,,0x660000D,1,,,,,
hat,,,0,14,LOOT_CANADA_BLACK_WATCH_UNIFORM,,0x660000E,1,,,,,
hat,,,0,15,LOOT_MTX2_FRENCH_RESISTANCE,,0x660000f,1,,,,,
hat,,,0,16,LOOT_FRENCH_MEDIC_UNIFORM,,0x6600010,1,,,,,
hat,,,0,17,LOOT_SOVIET_NAVAL_INFANTRY_UNIFORM,,0x6600011,1,,,,,
hat,,,0,18,LOOT_SOVIET_INFANTRY_UNIFORM,,0x6600012,1,,,,,
hat,,,0,19,LOOT_SOVIET_SAPPER_UNIFORM,,0x6600013,1,,,,,
hat,,,0,20,LOOT_SOVIET_WINTER_INFANTRY_UNIFORM,,0x6600014,1,,helmet,,,
hat,,,0,21,LOOT_US_WINTER_UNIFORM,,0x6600015,1,,,,,
hat,,,0,22,LOOT_MTX1_POLISH_WINTER_UNIFORM,,0x6600016,1,,helmet,,,
hat,,,0,23,LOOT_MTX1_US_WINTER_OVERCOAT,,0x6600017,1,,,,,
hat,,,0,24,LOOT_MTX1_SOVIET_WINTER,,0x6600018,1,,,,,
hat,,,0,25,LOOT_MTX1_BRITISH_ROYAL_NAVY_UNIFORM,,0x6600019,1,,,,,
hat,,,0,26,LOOT_BRITISH_RAF_PILOT_UNIFORM,,0x660001A,1,,helmet,,,
hat,,,0,28,LOOT_MTX3_ITALIAN_RESISTANCE,,0x660001C,1,,,,,
hat,,,0,29,LOOT_MTX3_DANISH_RESISTANCE,,0x660001D,1,,,,,
hat,,,0,30,LOOT_DLC1_POLISH_RESISTANCE,,0x660001E,1,,,,,
hat,,,0,35,LOOT_MTX2_SOVIET_RESISTANCE,,0x6600023,1,,helmet,,,
hat,,,0,36,LOOT_MTX5_SOVIET_ENGINEER,,0x6600024,1,,,,,
hat,,,0,38,LOOT_MTX5_FRENCH_LEGIONNAIRE,,0x6600026,1,,,,,
hat,,,0,39,LOOT_MTX4_BRITISH_TANKER,,0x6600027,1,,,,,
hat,,,0,40,LOOT_MTX4_AUSTRALIAN_INFANTRY,,0x6600028,1,,helmet,,,
hat,,,0,41,LOOT_MTX5_US_ASSAULT,,0x6600029,1,,,,,
hat,,,0,42,LOOT_MTX5_BRITISH_BUTCHER,,0x660002A,1,,,,,
hat,,,0,43,LOOT_MTX6_ZOMBIE_MOUNTAINEER,,0x660002B,1,,helmet,,,
hat,,,0,44,LOOT_MTX6_ZOMBIE_HUNTER,,0x660002C,1,,helmet,,,
hat,,,0,45,LOOT_MTX6_ZOMBIE_SURVIVOR,,0x660002D,1,,,,,
hat,,,0,46,LOOT_MTX6_ZOMBIE_ASSASSIN,,0x660002E,1,,,,,
hat,,,0,47,LOOT_MTX4_MONTY_UNIFORM,,0x660002F,1,,,,,
hat,,,0,48,LOOT_MTX5_ZOMBIE_SLAYER,,0x6600030,1,,,,,
hat,,,0,49,LOOT_MTX8_POLISH_MEDIC,,0x6600031,1,,,,,
hat,,,0,50,LOOT_MTX6_NEW_ZEALAND_CAVALRY,,0x6600032,1,,,,,
hat,,,0,51,LOOT_MTX6_RUSSIAN_COSSACK_R1,,0x6600033,1,,,,,
hat,,,0,52,LOOT_MTX7_NEW_ZEALAND_SEMI_MILITARY,,0x6600034,1,,helmet,,,
hat,,,0,53,LOOT_MTX7_BRITISH_SUMMER_HEAVY,,0x6600035,1,,,,,
hat,,,0,54,LOOT_MTX7_US_SEMI_MILITARY,,0x6600036,1,,,,,
hat,,,0,55,LOOT_MTX6_BRITISH_GOUMIER_R1,,0x6600037,1,,,,,
hat,,,0,56,LOOT_MTX7_UNIFORM_SUMMER,,0x6600038,1,,,,,
hat,,,0,57,LOOT_MTX7_US_MASTER_PRESTIGE,,0x6600039,0,,,,,
hat,,,0,58,LOOT_MTX8_BRITISH_MEDIC,,0x660003A,1,,,,,
hat,,,0,59,LOOT_MTX8_SOVIET_MEDIC,,0x660003B,1,,,,,
hat,,,0,62,LOOT_MTX9_REAPER,,0x660003E,1,,helmet,,,
hat,,,0,63,LOOT_MTX9_SCARECROW,,0x660003F,1,,,,,
hat,,,0,229,LOOT_PATHFINDER_HELMET,,0x66000E5,1,,scarf,,,
hat,,,0,256,LOOT_CODE_HELMET,,0x6600100,1,,scarf,,,
hat,,,0,257,LOOT_BETA_HELMET,,0x6632101,1,,scarf,,,
hat,,,0,258,LOOT_RANK_ONE_HELMET,,0x6632102,1,,scarf,,,
hat,,,0,259,LOOT_RANK_BRONZE_HELMET,,0x6632103,1,,scarf,,,
hat,,,0,260,LOOT_RANK_SILVER_HELMET,,0x6632104,1,,scarf,,,
hat,,,0,261,LOOT_RANK_GOLD_HELMET,,0x6632105,1,,scarf,,,
hat,,,0,262,LOOT_RANK_PLATINUM_HELMET,,0x6632106,1,,scarf,,,
hat,,,0,263,LOOT_RANK_DIAMOND_HELMET,,0x6632107,1,,scarf,,,
hat,,,0,264,LOOT_RANK_MASTER_HELMET,,0x6632108,1,,scarf,,,
hat,,,0,265,LOOT_RANK_PRO_HELMET,,0x6632109,1,,scarf,,,
hat,,,0,266,LOOT_SP_UNLOCK_HELMET,,0x663210A,1,,scarf,,,
hat,,,0,267,LOOT_ZOMBIE_HELMET,,0x663210B,1,,scarf,,,
hat,,,0,268,LOOT_PRESTIGE_HELMET_ONE,,0x663210C,1,,scarf,,,
hat,,,0,269,LOOT_PRESTIGE_HELMET_TWO,,0x663210D,1,,scarf,,,
hat,,,0,270,LOOT_PRESTIGE_HELMET_THREE,,0x663210E,1,,scarf,,,
hat,,,0,271,LOOT_PRESTIGE_HELMET_FOUR,,0x663210F,1,,scarf,,,
hat,,,0,272,LOOT_PRESTIGE_HELMET_FIVE,,0x6632110,1,,scarf,,,
hat,,,0,273,LOOT_PRESTIGE_HELMET_SIX,,0x6632111,1,,scarf,,,
hat,,,0,274,LOOT_PRESTIGE_HELMET_SEVEN,,0x6632112,1,,scarf,,,
hat,,,0,275,LOOT_PRESTIGE_HELMET_EIGHT,,0x6632113,1,,scarf,,,
hat,,,0,276,LOOT_PRESTIGE_HELMET_NINE,,0x6632114,1,,scarf,,,
hat,,,0,277,LOOT_PRESTIGE_HELMET_TEN,,0x6632115,1,,scarf,,,
hat,,,0,278,LOOT_PRESTIGE_HELMET_MASTER,,0x6632116,1,,scarf,,,
hat,,,0,279,LOOT_MTX1_BRITISH_SPECIAL_HELMET_3,,0x6632117,1,,scarf,,,
hat,,,0,280,LOOT_MTX1_DUTCH_SPECIAL_HELMET,,0x6632118,1,,scarf,,,
hat,,,0,281,LOOT_MTX1_FRENCH_SPECIAL_HELMET,,0x6632119,1,,scarf,,,
hat,,,0,282,LOOT_MTX1_BRITISH_SPECIAL_HELMET,,0x663211A,1,,scarf,,,
hat,,,0,283,LOOT_MTX1_BRITISH_SPECIAL_HELMET_2,,0x663211B,1,,scarf,,,
hat,,,0,284,LOOT_MTX1_SOVIET_SPECIAL_HELMET,,0x663211C,1,,scarf,helmet,,
hat,,,0,285,LOOT_MTX1_SOVIET_SPECIAL_HELMET_2,,0x663211D,1,,scarf,,,
hat,,,0,286,LOOT_MTX1_SOVIET_SPECIAL_HELMET_3,,0x663211E,1,,scarf,,,
hat,,,0,287,LOOT_MTX1_COMMUNITY_ENGAGEMENT_HELMET,,0x663211F,1,,scarf,,,
hat,,,0,288,LOOT_MTX1_US_SPECIAL_HELMET_1,,0x6632120,1,,scarf,helmet,,
hat,,,0,289,LOOT_MTX1_US_SPECIAL_HELMET_2,,0x6632121,1,,scarf,helmet,,
hat,,,0,290,LOOT_MTX2_POLISH_RESISTANCE_SPECIALHELMET,,0x6632122,1,,scarf,,,
hat,,,0,291,LOOT_MTX2_FRENCH_RESISTANCE_SPECIALHELMET,,0x6632123,1,,scarf,,,
hat,,,0,292,LOOT_MTX2_DANISH_RESISTANCE_SPECIALHELMET,,0x6632124,1,,scarf,,,
hat,,,0,293,LOOT_MTX2_ITALIAN_RESISTANCE_SPECIALHELMET,,0x6632125,1,,scarf,,,
hat,,,0,294,LOOT_MTX2_CZECH_RESISTANCE_SPECIALHELMET,,0x6632126,1,,scarf,,,
hat,,,0,295,LOOT_RANK_ONE_HELMET,,0x6632127,1,,scarf,,,
hat,,,0,296,LOOT_RANK_BRONZE_HELMET,,0x6632128,1,,scarf,,,
hat,,,0,297,LOOT_RANK_SILVER_HELMET,,0x6632129,1,,scarf,,,
hat,,,0,298,LOOT_RANK_GOLD_HELMET,,0x663212A,1,,scarf,,,
hat,,,0,299,LOOT_RANK_PLATINUM_HELMET,,0x663212B,1,,scarf,,,
hat,,,0,300,LOOT_RANK_MASTER_HELMET,,0x663212C,1,,scarf,,,
hat,,,0,301,LOOT_RANK_DIAMOND_HELMET,,0x663212D,1,,scarf,,,
hat,,,0,302,LOOT_RANK_PRO_HELMET,,0x663212E,1,,scarf,,,
hat,,,0,303,LOOT_MTX3_BULGARIAN_RESISTANCE_01,,0x663212F,1,,scarf,,,
hat,,,0,304,LOOT_MTX3_FRENCH_RESISTANCE_02,,0x6632130,1,,scarf,,,
hat,,,0,305,LOOT_MTX3_USA_BANDAGE_01,,0x6632131,1,,scarf,,,
hat,,,0,306,LOOT_MTX3_GER_BULGARIAN_01,,0x6632132,1,,scarf,,,
hat,,,0,307,LOOT_MTX3_FRENCH_RESISTANCE_01,,0x6632133,1,,scarf,,,
hat,,,0,308,LOOT_MTX3_GERMAN_RESISTANCE_01,,0x6632134,1,,scarf,,,
hat,,,0,309,LOOT_MTX3_GERMAN_RESISTANCE_02,,0x6632135,1,,scarf,,,
hat,,,0,310,LOOT_MTX3_ITALIAN_RESISTANCE_01,,0x6632136,1,,scarf,,,
hat,,,0,311,LOOT_MTX3_POLISH_RESISTANCE_01,,0x6632137,1,,scarf,,,
hat,,,0,312,LOOT_MTX3_RESISTANCE_BANDANA,,0x6632138,1,,scarf,helmet,,
hat,,,0,313,LOOT_MTX3_5_M1_PARAHELMET,,0x6632139,1,,scarf,,,
hat,,,0,314,LOOT_MTX3_5_M38_HELMET,,0x663213A,1,,scarf,helmet,,
hat,,,0,315,LOOT_MTX3_5_M35_PILOTKA,,0x663213B,1,,scarf,,,
hat,,,0,316,LOOT_MTX3_5_M34_HELMET,,0x663213C,1,,scarf,,,
hat,,,0,317,LOOT_MTX3_5_BRODIE_HELMET,,0x663213D,1,,scarf,,,
hat,,,0,318,LOOT_MTX3_5_ENG_BERET,,0x663213E,1,,scarf,,,
hat,,,0,319,LOOT_MTX3_5_ENG_ATSCAP,,0x663213F,1,,scarf,,,
hat,,,0,320,LOOT_MTX3_5_USA_M1COVERD,,0x6632140,1,,scarf,,,
hat,,,0,321,LOOT_MTX3_5_RUS_NAVYCAP,,0x6632141,1,,scarf,,,
hat,,,0,322,LOOT_MTX3_5_FRA_M26HELMET,,0x6632142,1,,scarf,,,
hat,,,0,323,LOOT_MTX3_5_RUS_SSH40,,0x6632143,1,,scarf,,,
hat,,,0,324,LOOT_MTX3_5_USA_MK2HELMET,,0x6632144,1,,scarf,,,
hat,,,0,325,LOOT_MTX3_5_RUS_USHANKA,,0x6632145,1,,scarf,helmet,,
hat,,,0,326,LOOT_MTX3_5_ENG_RAFHELMET,,0x6632146,1,,scarf,helmet,,
hat,,,0,327,LOOT_MTX3_5_USA_M1HELMETGOG,,0x6632147,1,,scarf,,,
hat,,,0,328,LOOT_MTX3_5_RUS_WINHAT,,0x6632148,1,,scarf,,,
hat,,,0,329,LOOT_MTX3_5_USA_TYPECHELMET,,0x6632149,1,,scarf,helmet,,
hat,,,0,330,LOOT_MTX3_5_USA_OFFICERCAP,,0x663214A,1,,scarf,,,
hat,,,0,331,LOOT_MTX3_5_USA_JEEPCAP,,0x663214B,1,,scarf,,,
hat,,,0,332,LOOT_MTX3_5_USA_M1HELMET_CHIN,,0x663214C,1,,scarf,,,
hat,,,0,333,LOOT_MTX3_5_USA_ST_PATTY,,0x663214D,1,,scarf,,,
hat,,,0,334,LOOT_RANK_ONE_HELMET,,0x663214E,1,,scarf,,,
hat,,,0,335,LOOT_RANK_BRONZE_HELMET,,0x663214F,1,,scarf,,,
hat,,,0,336,LOOT_RANK_SILVER_HELMET,,0x6632150,1,,scarf,,,
hat,,,0,337,LOOT_RANK_GOLD_HELMET,,0x6632151,1,,scarf,,,
hat,,,0,338,LOOT_RANK_PLATINUM_HELMET,,0x6632152,1,,scarf,,,
hat,,,0,339,LOOT_RANK_MASTER_HELMET,,0x6632153,1,,scarf,,,
hat,,,0,340,LOOT_RANK_DIAMOND_HELMET,,0x6632154,1,,scarf,,,
hat,,,0,341,LOOT_RANK_PRO_HELMET,,0x6632155,1,,scarf,,,
hat,,,0,342,LOOT_MTX4_USA_BULLET_HELMET,,0x6632156,1,,scarf,,,
hat,,,0,343,LOOT_MTX4_USA_LOADOUT_HELMET,,0x6632157,1,,scarf,,,
hat,,,0,344,LOOT_MTX4_USA_M1HELMETWRAP,,0x6632158,1,,scarf,,,
hat,,,0,345,LOOT_RANK_ONE_HELMET,,0x6632159,1,,scarf,,,
hat,,,0,346,LOOT_RANK_BRONZE_HELMET,,0x663215A,1,,scarf,,,
hat,,,0,347,LOOT_RANK_SILVER_HELMET,,0x663215B,1,,scarf,,,
hat,,,0,348,LOOT_RANK_GOLD_HELMET,,0x663215C,1,,scarf,,,
hat,,,0,349,LOOT_RANK_PLATINUM_HELMET,,0x663215D,1,,scarf,,,
hat,,,0,350,LOOT_RANK_DIAMOND_HELMET,,0x663215E,1,,scarf,,,
hat,,,0,351,LOOT_MTX5_USA_M1LEAVES,,0x663215F,1,,scarf,,,
hat,,,0,352,LOOT_MTX4_USA_M38GOG,,0x6632160,1,,scarf,helmet,,
hat,,,0,353,LOOT_MTX5_USA_GARRISON,,0x6632161,1,,scarf,,,
hat,,,0,354,LOOT_MTX4_ENG_MK1HELMET,,0x6632162,1,,scarf,helmet,,
hat,,,0,355,LOOT_MTX6_ENG_MK1PARA,,0x6632163,1,,scarf,helmet,,
hat,,,0,356,LOOT_MTX5_ENG_RAFGOGS,,0x6632164,1,,scarf,helmet,,
hat,,,0,357,LOOT_MTX5_FRA_LEGION,,0x6632165,1,,scarf,,,
hat,,,0,358,LOOT_MTX5_RUS_SSH40,,0x6632166,1,,scarf,,,
hat,,,0,359,LOOT_MTX5_USA_M1HBEANNIE,,0x6632167,1,,scarf,,,
hat,,,0,360,LOOT_MTX5_POL_CAP,,0x6632168,1,,scarf,,,
hat,,,0,361,LOOT_MTX6_FRENCH_FEZ,,0x6632169,1,,scarf,helmet,,
hat,,,0,362,LOOT_MTX4_GREECE_M34_HELMET,,0x663216A,1,,scarf,,,
hat,,,0,363,LOOT_MTX4_FRENCH_M36_HELMET,,0x663216B,1,,scarf,,,
hat,,,0,364,LOOT_MTX5_RUSSIAN_BUDENOVKA,,0x663216C,1,,scarf,,,
hat,,,0,365,LOOT_MTX4_RUS_USHANKA_GOG,,0x663216D,1,,scarf,helmet,,
hat,,,0,366,LOOT_MTX4_BEL_M26HELMET,,0x663216E,1,,scarf,,,
hat,,,0,367,LOOT_MTX4_ENG_WOLSELEY,,0x663216F,1,,scarf,,,
hat,,,0,368,LOOT_MTX5_AUS_SLOUCH,,0x6632170,1,,scarf,,,
hat,,,0,369,LOOT_RANK_MASTER_HELMET,,0x6632171,1,,scarf,,,
hat,,,0,370,LOOT_RANK_PRO_HELMET,,0x6632172,1,,scarf,,,
hat,,,0,371,LOOT_MTX5_FRA_M26HELM,,0x6632173,1,,scarf,,,
hat,,,0,372,LOOT_MTX4_BRITISH_BRODIE_HELMET,,0x6632174,1,,scarf,,,
hat,,,0,373,LOOT_MTX5_CWL_ECHOFOX,,0x6632175,1,,scarf,,,
hat,,,0,374,LOOT_MTX5_CWL_EPSILON,,0x6632176,1,,scarf,,,
hat,,,0,375,LOOT_MTX5_CWL_CWLHELM,,0x6632177,1,,scarf,,,
hat,,,0,376,LOOT_MTX5_CWL_EUNITED,,0x6632178,1,,scarf,,,
hat,,,0,377,LOOT_MTX5_CWL_EVILGENIUS,,0x6632179,1,,scarf,,,
hat,,,0,378,LOOT_MTX5_CWL_FAZECLAN,,0x663217A,1,,scarf,,,
hat,,,0,379,LOOT_MTX5_CWL_LUMINOSITY,,0x663217B,1,,scarf,,,
hat,,,0,380,LOOT_MTX5_CWL_MINDFREAK,,0x663217C,1,,scarf,,,
hat,,,0,381,LOOT_MTX5_CWL_OPTIC,,0x663217D,1,,scarf,,,
hat,,,0,382,LOOT_MTX5_CWL_REDRESERVE,,0x663217E,1,,scarf,,,
hat,,,0,383,LOOT_MTX5_CWL_RISENATION,,0x663217F,1,,scarf,,,
hat,,,0,384,LOOT_MTX5_CWL_SPLYCE,,0x6632180,1,,scarf,,,
hat,,,0,385,LOOT_MTX5_CWL_ENVY,,0x6632181,1,,scarf,,,
hat,,,0,386,LOOT_MTX5_CWL_KALIBER,,0x6632182,1,,scarf,,,
hat,,,0,387,LOOT_MTX5_CWL_VITALITY,,0x6632183,1,,scarf,,,
hat,,,0,388,LOOT_MTX5_CWL_UNILAD,,0x6632184,1,,scarf,,,
hat,,,0,389,LOOT_MTX5_ZOMBIE_SIEGE_SKULL_HELMET,,0x6632185,1,,scarf,,,
hat,,,0,390,LOOT_MTX5_ZOMBIE_BRAIN_HELMET,,0x6632186,1,,scarf,,,
hat,,,0,391,LOOT_MTX6_CANADA_TANKER_HELMET,,0x6632187,1,,scarf,helmet,,
hat,,,0,392,LOOT_MTX6_GERMAN_M40HELMET_STRAPS,,0x6632188,1,,scarf,,,
hat,,,0,393,LOOT_MTX6_USA_M41_FIELDCAP,,0x6632189,1,,scarf,,,
hat,,,0,394,LOOT_MTX6_ENG_WOOLCAP,,0x663218A,1,,scarf,helmet,,
hat,,,0,395,LOOT_MTX6_BRITISH_WOLSELEY_FLAP,,0x663218B,1,,scarf,,,
