longshot,1,0,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,10,50,50,50,50,50,50,50,50,50,
assistedsuicide,1,0,,100,100,50,100,100,50,100,100,100,100,100,100,100,100,0,50,50,0,100,100,100,100,100,100,100,100,100,
killstreak5,1,0,,250,250,50,250,250,50,250,250,250,250,250,250,250,250,0,50,50,0,250,250,250,250,250,250,250,250,250,
killstreak10,1,0,,500,500,100,500,500,100,500,500,500,500,500,500,500,500,0,100,100,0,500,500,500,500,500,500,500,500,500,
killstreak15,1,0,,750,750,200,750,750,200,750,750,750,750,750,750,750,750,0,200,200,0,750,750,750,750,750,750,750,750,750,
killstreak20,1,0,,1000,1000,250,1000,1000,250,1000,1000,1000,1000,1000,1000,1000,1000,0,250,250,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,
killstreak25,1,0,,1000,1000,250,1000,1000,250,1000,1000,1000,1000,1000,1000,1000,1000,0,250,250,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,
killstreak30,1,0,,1000,1000,250,1000,1000,250,1000,1000,1000,1000,1000,1000,1000,1000,0,250,250,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,
killstreak30plus,1,0,,1000,1000,250,1000,1000,250,1000,1000,1000,1000,1000,1000,1000,1000,0,250,250,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,
air_to_air_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,10,25,25,25,25,25,25,25,25,25,
air_to_ground_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,10,25,25,25,25,25,25,25,25,25,
ground_to_air_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,5,25,25,25,25,25,25,25,25,25,
boostslamkill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
exo_knife_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
exo_knife_recall_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
semtex_stick,1,0,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,15,100,100,100,100,100,100,100,100,100,
stuck_with_explosive,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,
crossbow_stick,1,0,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,
throwback_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,15,25,25,25,25,25,25,25,25,25,
think_fast,1,0,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,25,100,100,100,100,100,100,100,100,100,
take_and_kill,1,0,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,
near_death_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,5,25,25,25,25,25,25,25,25,25,
slide_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,5,25,25,25,25,25,25,25,25,25,
flash_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,25,25,25,25,25,25,25,25,25,
four_play,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
riot_kill,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
melee_air_to_air,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,15,25,25,25,25,25,25,25,25,25,
multiKillOneBullet,1,0,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,10,25,25,25,25,25,25,25,25,25,
challenge,0,0,,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,0,2500,2500,0,2500,2500,2500,2500,2500,2500,2500,2500,2500,
win,0,0,,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,2000,3000,0,2000,2000,2000,2000,2000,2000,2000,2000,2000,
loss,0,0,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1500,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,
tie,0,0,,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,1500,2000,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,
reviver,0,0,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,0,100,100,100,100,100,100,100,100,100,
kill_melee,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_head,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_normal,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
damage_head,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
damage_body,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dropped_first_player_gun_rank,1,0,,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
quick_gun_rank,1,0,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
final_survivor,1,1,LUA_MENU_MTX5_FINAL_SURV,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
infected_plague,1,0,,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
first_infected,1,1,LUA_MENU_MTX5_FIRST_INFECT,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
got_infected,1,0,,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
survivor,1,1,LUA_MENU_MTX5_SURVIVE,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
infected_survivor,1,1,LUA_MENU_MTX5_INFECT_SCORE,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
elimination,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
last_man_standing,1,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
tag_collector,1,0,,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
assist_low,0,1,MP_ASSIST,0,25,25,25,25,25,25,0,25,25,25,25,25,25,0,25,25,0,25,0,0,0,0,25,25,25,0,
assist_mid,0,1,MP_ASSIST,0,40,40,35,30,40,40,0,40,40,30,40,30,40,0,40,30,0,40,0,0,0,0,40,30,40,0,
assist_high,0,1,MP_ASSIST,0,60,60,50,35,60,60,0,60,60,35,60,35,60,0,60,35,5,60,0,0,0,0,60,35,60,0,
assist_steal,0,1,MP_ASSIST,0,80,80,60,40,80,80,0,80,80,40,80,40,80,0,80,40,5,80,0,0,0,0,80,40,80,0,
assist_tactical,0,1,MP_ASSIST_TACTICAL,0,50,50,45,35,50,50,0,50,50,35,50,35,50,0,50,35,0,50,0,0,0,0,50,35,50,0,
assist_painted,0,1,MP_ASSIST_PAINTED,0,50,50,45,35,50,50,0,50,50,35,50,35,50,0,50,35,0,50,0,0,0,0,50,35,50,0,
assist_painted_expeditionary,0,1,MP_ASSIST_PAINTED_EXPEDITIONARY,0,50,50,45,35,50,50,0,50,50,35,50,35,50,0,50,35,0,50,0,0,0,0,50,35,50,0,
assist_cavalry,0,1,SPLASHES_MTX6_ASSIST_CAVALRY,0,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,0,0,0,0,100,50,100,0,
assist_riot_shield,0,1,SPLASHES_MTX6_RIOT_ASSIST_SCORE,0,50,50,45,35,50,50,0,50,50,35,50,35,50,0,50,35,0,50,0,0,0,0,50,35,50,0,
crossfire_low,0,1,MP_CROSSFIRE,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,25,
crossfire_mid,0,1,MP_CROSSFIRE,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,0,0,0,40,
crossfire_high,0,1,MP_CROSSFIRE,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,0,0,0,60,
crossfire_steal,0,1,MP_CROSSFIRE,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,0,0,0,80,
crossfire_tactical,0,1,MP_CROSSFIRE_TACTICAL,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,0,0,50,
crossfire_painted,0,1,MP_CROSSFIRE_PAINTED,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,0,0,50,
crossfire_painted_expeditionary,0,1,MP_CROSSFIRE_PAINTED_EXPEDITIONARY,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,0,0,50,
crossfire_cavalry,0,1,SPLASHES_MTX6_CROSSFIRE_CAVALRY,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,
crossfire_riot_shield,0,1,SPLASHES_MTX6_RIOT_CROSSFIRE_SCORE,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,25,
kill,0,1,SPLASHES_KILL,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,100,0,0,0,100,50,100,100,
capture,1,1,SPLASHES_ENEMY_POSITION_SECURED,0,0,0,150,0,0,0,0,0,0,150,0,0,150,0,0,500,0,0,0,0,0,0,0,0,0,0,
capture_pro,1,1,SPLASHES_ENEMY_POSITION_SECURED,0,0,0,200,0,0,0,0,0,0,200,0,0,200,0,0,600,0,0,0,0,0,0,0,0,0,0,
starting_flag,1,1,SPLASHES_NEUTRAL_POSITION_SECURED,0,0,0,50,0,0,0,0,0,0,150,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,
starting_flag_pro,1,1,SPLASHES_NEUTRAL_POSITION_SECURED,0,0,0,75,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,
neutralize,1,1,SPLASHES_NEUTRALIZE_POSITION,0,0,0,25,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
neutralize_pro,1,1,SPLASHES_NEUTRALIZE_POSITION,0,0,0,50,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,
defuse,1,1,SPLASHES_BOMB_DEFUSED,0,0,150,0,0,150,0,0,0,0,0,0,0,0,0,150,500,0,0,0,0,0,0,0,0,0,0,
defuse_pro,1,1,SPLASHES_BOMB_DEFUSED,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,200,600,0,0,0,0,0,0,0,0,0,0,
ninja_defuse,1,1,SPLASHES_NINJA_DEFUSE,0,0,150,0,0,150,0,0,,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,
ninja_defuse_pro,1,1,SPLASHES_NINJA_DEFUSE,0,0,175,0,0,175,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,
last_man_defuse,1,1,SPLASHES_LAST_ALIVE_DEFUSE,0,0,150,0,0,150,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,
last_man_defuse_pro,1,1,SPLASHES_LAST_ALIVE_DEFUSE,0,0,175,0,0,175,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,
assault,1,1,SPLASHES_ASSAULT_KILL,0,0,50,50,0,50,0,0,25,0,50,25,0,50,0,50,75,0,0,0,0,0,0,25,0,0,0,
assault_pro,1,1,SPLASHES_ASSAULT_KILL,0,0,65,65,0,65,0,0,35,0,65,35,0,65,0,65,85,0,0,0,0,0,0,35,0,0,0,
defend,1,1,SPLASHES_DEFEND,0,0,50,50,0,50,0,0,25,0,50,25,0,50,0,50,75,0,0,0,0,0,0,25,0,0,0,
defend_pro,1,1,SPLASHES_DEFEND,0,0,65,65,0,65,0,0,35,0,65,35,0,65,0,65,85,0,0,0,0,0,0,35,0,0,0,
plant,1,1,SPLASHES_BOMB_PLANTED,0,0,150,0,0,150,0,0,0,0,0,0,0,0,0,150,500,0,0,0,0,0,0,0,0,0,0,
plant_pro,1,1,SPLASHES_BOMB_PLANTED,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,200,600,0,0,0,0,0,0,0,0,0,0,
destroy,1,1,SPLASHES_DESTROY,0,0,150,0,0,150,0,0,0,0,0,0,0,0,0,150,100,0,0,0,0,0,0,0,0,0,0,
destroy_pro,1,1,SPLASHES_DESTROY,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,200,150,0,0,0,0,0,0,0,0,0,0,
kill_confirmed,0,1,SPLASHES_KILL_CONFIRMED,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_confirmed_pro,0,1,SPLASHES_KILL_CONFIRMED,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
team_confirmed,0,1,SPLASHES_TEAM_CONFIRMED,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_denied,0,1,SPLASHES_KILL_DENIED,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_denied_pro,0,1,SPLASHES_KILL_DENIED,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_denied_retrieved,1,1,SPLASHES_TAGS_RETRIEVED,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_denied_retrieved_pro,1,1,SPLASHES_TAGS_RETRIEVED,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
flag_return,1,1,SPLASHES_FLAG_RETURN,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,
flag_return_pro,1,1,SPLASHES_FLAG_RETURN,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,
flag_capture,1,1,SPLASHES_FLAG_CAPTURE,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,
flag_capture_pro,1,1,SPLASHES_FLAG_CAPTURE,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,
kill_with_flag,1,1,SPLASHES_CARRIER_KILL,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,
kill_flag_carrier,1,1,SPLASHES_KILLED_FLAG_CARRIER,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,
kill_flag_carrier_pro,1,1,SPLASHES_KILLED_FLAG_CARRIER,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,
flag_pickup,1,1,SPLASHES_FLAG_PICKUP_SCORE,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
flag_pickup_pro,1,1,SPLASHES_FLAG_PICKUP_SCORE,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,
gained_gun_score,0,1,SPLASHES_GAINED_GUN_RANK,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dropped_gun_score,1,1,SPLASHES_DROPPED_GUN_RANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dropped_enemy_gun_rank,1,1,SPLASHES_DROPPED_ENEMY_GUN_RANK,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
opening_move,1,1,SPLASHES_NEUTRAL_B_POSITION_SECURED,0,0,0,150,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,
opening_move_pro,1,1,SPLASHES_NEUTRAL_B_POSITION_SECURED,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_while_capture,1,1,SPLASHES_KILL_WHILE_CAPTURE,0,0,0,75,0,0,0,0,0,0,75,0,0,75,0,0,75,10,0,0,0,0,0,0,0,0,0,
kill_while_capture_pro,1,1,SPLASHES_KILL_WHILE_CAPTURE,0,0,0,85,0,0,0,0,0,0,85,0,0,85,0,0,85,10,0,0,0,0,0,0,0,0,0,
kill_on_hardpoint,1,1,SPLASHES_HARDPOINT_KILL,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,10,0,0,0,0,0,25,0,0,0,
kill_on_hardpoint_pro,1,1,SPLASHES_HARDPOINT_KILL,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,35,0,0,0,
sr_tag_elimination,1,1,SPLASHES_KILL_CONFIRMED,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sr_tag_revive,1,1,SPLASHES_KILL_DENIED,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
hp_secure,1,1,SPLASHES_HP_SECURE,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,
hp_secure_pro,1,1,SPLASHES_HP_SECURE,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,
hp_held,0,1,SPLASHES_HP_HELD,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,
hp_held_pro,0,1,SPLASHES_HP_HELD,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,
touchdown,1,1,SPLASHES_UPLINK_TOUCHDOWN,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
touchdown_pro,1,1,SPLASHES_UPLINK_TOUCHDOWN,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
fieldgoal,1,1,SPLASHES_UPLINK_FIELD_GOAL,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
fieldgoal_pro,1,1,SPLASHES_UPLINK_FIELD_GOAL,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
interception,1,1,SPLASHES_UPLINK_INTERCEPTION,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
interception_pro,1,1,SPLASHES_UPLINK_INTERCEPTION,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kill_with_ball,1,1,SPLASHES_UPLINK_CARRIER_KILL,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ball_score_assist,1,1,SPLASHES_UPLINK_SCORE_ASSIST,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ball_score_assist_pro,1,1,SPLASHES_UPLINK_SCORE_ASSIST,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
killedBallCarrier,1,1,SPLASHES_UPLINK_KILLED_BALL_CARRIER,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
killedBallCarrier_pro,1,1,SPLASHES_UPLINK_KILLED_BALL_CARRIER,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pass_kill_pickup,1,1,SPLASHES_UPLINK_PASS_KILL,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
equipment_destroyed,0,1,MP_DESTROYED_EQUIPMENT,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50,50,
tac_insert_enemy_destroyed,0,1,SPLASHES_MTX6_TAC_INSERT_ENEMY_DESTROYED,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50,50,
tac_insert_destroyed,0,1,SPLASHES_MTX6_TAC_INSERT_DESTROYED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
mg_nest_kill,1,1,SPLASHES_MG_NEST_KILL_SCORE,125,125,125,100,75,125,125,0,125,125,75,125,75,125,0,125,75,0,125,125,0,0,0,125,75,125,125,
killed_mg_nest,0,1,SPLASHES_KILLED_MG_NEST,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
tac_insert_kill,0,1,SPLASHES_TAC_INSERT_KILL_SCORE,125,125,125,75,75,125,125,0,125,125,75,125,75,125,0,125,0,0,125,125,0,0,0,125,75,125,125,
shield_dmg_taken,0,1,SPLASHES_MTX6_SHIELD_DMG_TAKEN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,
classified_bonus_headshot,0,1,SPLASHES_MTX8_CLASSIFIED_BONUS_HEADSHOT,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,25,25,25,25,25,25,25,25,25,
classified_bonus_doublekill,0,1,SPLASHES_MTX8_CLASSIFIED_BONUS_DOUBLEKILL,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,25,25,25,25,25,25,25,25,25,
classified_bonus_triplekill,0,1,SPLASHES_MTX8_CLASSIFIED_BONUS_TRIPLEKILL,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,0,30,30,30,30,30,30,30,30,30,
classified_bonus_fourkill,0,1,SPLASHES_MTX8_CLASSIFIED_BONUS_FOURKILL,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,35,35,0,35,35,35,35,35,35,35,35,35,
classified_bonus_fivekill,0,1,SPLASHES_MTX8_CLASSIFIED_BONUS_FIVEKILL,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,40,40,0,40,40,40,40,40,40,40,40,40,
classified_bonus_sixkill,0,1,SPLASHES_MTX8_CLASSIFIED_BONUS_SIXKILL,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,45,45,0,45,45,45,45,45,45,45,45,45,
classified_bonus_multikill,0,1,SPLASHES_MTX8_CLASSIFIED_BONUS_MULTIKILL,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50,50,
divisions_infantry_kill,1,1,SPLASHES_DIVISIONS_INFANTRY_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,30,100,100,0,0,0,100,50,100,100,
divisions_airborne_kill,1,1,SPLASHES_DIVISIONS_AIRBORNE_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,100,0,0,0,100,50,100,100,
divisions_armored_kill,1,1,SPLASHES_DIVISIONS_ARMORED_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,100,0,0,0,100,50,100,100,
