fourkill,SPLASHES_FOURKILL,,s2_medal_rapidkill_fury_kill,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_4xkill,SPLASHES_FOURKILL,SPLASHES_FOURKILL_DESC,,4,1,1,1,1,null,,playercard_splash,,
fivekill,SPLASHES_FIVEKILL,,s2_medal_rapidkill_frenzy_kill,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_5xkill,SPLASHES_FIVEKILL,SPLASHES_FIVEKILL_DESC,,4,1,1,1,1,null,,playercard_splash,,
sixkill,SPLASHES_SIXKILL,,s2_medal_rapidkill_super_kill,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_6xkill,SPLASHES_SIXKILL,SPLASHES_SIXKILL_DESC,,4,1,1,1,1,null,,playercard_splash,,
sevenkill,SPLASHES_SEVENKILL,,s2_medal_rapidkill_mega_kill,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_7xkill,SPLASHES_SEVENKILL,SPLASHES_SEVENKILL_DESC,,4,1,1,1,1,null,,playercard_splash,,
eightkill,SPLASHES_EIGHTKILL,,s2_medal_rapidkill_ultra_kill,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_8xkill,SPLASHES_EIGHTKILL,SPLASHES_EIGHTKILL_DESC,,4,1,1,1,1,null,,playercard_splash,,
multikill,SPLASHES_MULTIKILL,,s2_medal_rapidkill_kill_chain,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_9xpluskill,SPLASHES_MULTIKILL,SPLASHES_MULTIKILL_DESC,,4,1,1,1,1,null,,playercard_splash,,
firstblood,SPLASHES_FIRSTBLOOD,,s2_medal_kill_first_blood,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_firstblood,SPLASHES_FIRSTBLOOD,SPLASHES_FIRSTBLOOD,,4,1,1,1,1,null,,playercard_splash,,
buzzkill,SPLASHES_BUZZKILL,,s2_medal_kill_buzzkill,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
comeback,SPLASHES_COMEBACK,,s2_medal_kill_comeback,1.5,0.75,0.25,0.25,1,mp_s2_splash_comeback,,splash,,
boostslamkill,SPLASHES_BOOST_SLAM_KILL,,medal_kill_death_from_above,1.5,0.25,0.75,0.25,1,mp_s2_splash_kill,,splash,,
air_to_air_kill,SPLASHES_AIR_TO_AIR_KILL,,medal_kill_dogfight,1.5,0.25,0.75,0.25,1,mp_s2_splash_kill,,splash,,
air_to_ground_kill,SPLASHES_AIR_TO_GROUND_KILL,,medal_kill_strafe,1.5,0.25,0.75,0.25,1,mp_s2_splash_kill,,splash,,
ground_to_air_kill,SPLASHES_GROUND_TO_AIR_KILL,,medal_kill_skeet_shooter,1.5,0.25,0.75,0.25,1,mp_s2_splash_kill,,splash,,
flag_return,SPLASHES_FLAGRETURN,,s2_medal_gamemode_homeward,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_flagreturn,SPLASHES_FLAG_RETURN,SPLASHES_FLAG_RETURN,,4,1,1,1,1,null,,playercard_splash,,
flag_pickup,SPLASHES_FLAGPICKUP,,s2_medal_gamemode_snagged,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_flagpickup,SPLASHES_FLAG_PICKUP,SPLASHES_FLAG_PICKUP,,4,1,1,1,1,null,,playercard_splash,,
kill_with_flag,SPLASHES_KILL_WITH_FLAG,,s2_medal_gamemode_denied,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
kill_flag_carrier,SPLASHES_KILLED_FLAG_CARRIER,,s2_medal_gamemode_takedown,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
callout_killflagcarrier,SPLASHES_KILLED_FLAG_CARRIER,SPLASHES_KILLED_FLAG_CARRIER,,4,1,1,1,1,null,,playercard_splash,,
flag_capture,SPLASHES_FLAG_CAPTURED,,s2_medal_gamemode_playmaker,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_flagcapture,SPLASHES_FLAG_CAPTURE,SPLASHES_FLAG_CAPTURE,,4,1,1,1,1,null,,playercard_splash,,
assault,SPLASHES_ASSAULT,,s2_medal_gamemode_vanguard,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
defend,SPLASHES_DEFEND,,s2_medal_gamemode_defender,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
tag_collector,SPLASHES_TAG_COLLECTOR,,s2_medal_gamemode_clean_up,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
kill_denied_retrieved,SPLASHES_TAGS_RETRIEVED,,s2_medal_gamemode_retrieved,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
dropped_enemy_gun_rank,SPLASHES_GUN_HUMILIATION,,s2_medal_gamemode_humiliation,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
dropped_first_player_gun_rank,SPLASHES_GUN_REGICIDE,,s2_medal_gamemode_regicide,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_top_gun_rank,SPLASHES_TOP_GUN_RANK,SPLASHES_TOP_GUN_RANK,,4,1,1,1,1,null,,playercard_splash,,
quick_gun_rank,SPLASHES_GUN_QUICK_RANK,,s2_medal_gamemode_gunslinger,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
gained_gun_score,SPLASHES_GUN_LEVEL_UP,,s2_medal_gamemode_gun_rank_up,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
dropped_gun_score,SPLASHES_GUN_DROPPED,,s2_medal_gamemode_deja_vu,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
final_survivor,SPLASHES_FINAL_SURVIVOR,,s2_medal_infected_omega_man,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_final_survivor,SPLASHES_CO_FINAL_SURVIVOR,SPLASHES_CO_FINAL_SURVIVOR,,4,1,1,1,1,null,,playercard_splash,,
infected_plague,SPLASHES_INFECTED_PLAGUE,,s2_medal_infected_plague,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
first_infected,SPLASHES_FIRST_INFECTED,,s2_medal_infected_patient_zero,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_first_infected,SPLASHES_CO_FIRST_INFECTED,SPLASHES_CO_FIRST_INFECTED,,4,1,1,1,1,null,,playercard_splash,,
got_infected,SPLASHES_GOT_INFECTED,,s2_medal_infected_careless,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_got_infected,SPLASHES_CO_GOT_INFECTED,SPLASHES_CO_GOT_INFECTED,,4,1,1,1,1,null,,playercard_splash,,
survivor,SPLASHES_SURVIVOR,,s2_medal_infected_survivor,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
infected_survivor,SPLASHES_INFECTED_SURVIVOR,,s2_medal_infected_contagious,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_infected_survivor,SPLASHES_CO_INFECTED_SURVIVOR,SPLASHES_CO_INFECTED_SURVIVOR,,4,1,1,1,1,null,,playercard_splash,,
capture,SPLASHES_CAPTURE,,s2_medal_gamemode_secure,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_securedposition_a,SPLASHES_SECURED_POSITION_A,SPLASHES_SECURED_POSITION_A,,4,1,1,1,1,null,,playercard_splash,,
callout_securedposition_b,SPLASHES_SECURED_POSITION_B,SPLASHES_SECURED_POSITION_B,,4,1,1,1,1,null,,playercard_splash,,
callout_securedposition_c,SPLASHES_SECURED_POSITION_C,SPLASHES_SECURED_POSITION_C,,4,1,1,1,1,null,,playercard_splash,,
callout_securedposition_d,SPLASHES_SECURED_POSITION_B,SPLASHES_SECURED_POSITION_B,,4,1,1,1,1,null,,playercard_splash,,
callout_securedposition_e,SPLASHES_SECURED_POSITION_C,SPLASHES_SECURED_POSITION_C,,4,1,1,1,1,null,,playercard_splash,,
neutralize,SPLASHES_NEUTRALIZE,,s2_medal_gamemode_secure,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_neutralized_position_a,SPLASHES_NEUTRALIZED_POSITION_A,SPLASHES_NEUTRALIZED_POSITION_A,,4,1,1,1,1,null,,playercard_splash,,
callout_neutralized_position_b,SPLASHES_NEUTRALIZED_POSITION_B,SPLASHES_NEUTRALIZED_POSITION_B,,4,1,1,1,1,null,,playercard_splash,,
callout_neutralized_position_c,SPLASHES_NEUTRALIZED_POSITION_C,SPLASHES_NEUTRALIZED_POSITION_C,,4,1,1,1,1,null,,playercard_splash,,
callout_neutralized_position_d,SPLASHES_NEUTRALIZED_POSITION_B,SPLASHES_NEUTRALIZED_POSITION_B,,4,1,1,1,1,null,,playercard_splash,,
callout_neutralized_position_e,SPLASHES_NEUTRALIZED_POSITION_C,SPLASHES_NEUTRALIZED_POSITION_C,,4,1,1,1,1,null,,playercard_splash,,
opening_move,SPLASHES_OPENING_MOVE,,s2_medal_gamemode_opening_move,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
kill_while_capture,SPLASHES_KILL_WHILE_CAPTURE,,s2_medal_gamemode_aggression,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
kill_on_hardpoint,SPLASHES_KILL_WHILE_CAPTURE,,s2_medal_gamemode_aggression,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
bomb_pickedup,MP_YOU_HAVE_THE_BOMB,,hud_bomb,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
plant,SPLASHES_PLANT,,s2_medal_gamemode_countdown,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_bombplanted,SPLASHES_BOMB_PLANTED,SPLASHES_BOMB_PLANTED,,4,1,1,1,1,null,,playercard_splash,,
destroy,SPLASHES_DESTROY,,s2_medal_gamemode_bomber,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
defuse,SPLASHES_DEFUSE,,s2_medal_gamemode_hero,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_bombdefused,SPLASHES_BOMB_DEFUSED,SPLASHES_BOMB_DEFUSED,,4,1,1,1,1,null,,playercard_splash,,
ninja_defuse,SPLASHES_NINJA_DEFUSE,,s2_medal_gamemode_ninja_defuse,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
last_man_defuse,SPLASHES_LAST_MAN_DEFUSE,,s2_medal_gamemode_clutch,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
last_man_standing,SPLASHES_LM_ELIMINATION,,s2_medal_gamemode_last_man_standing,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
elimination,SPLASHES_ELIMINATION,,s2_medal_gamemode_elimination,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_eliminated,SPLASHES_ELIMINATED,SPLASHES_ELIMINATED,,4,1,1,1,1,null,,playercard_splash,,
sr_tag_revive,SPLASHES_SR_TAG_REVIVE,,medal_gamemode_revive,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_tag_revive,SPLASHES_CO_REVIVED,SPLASHES_CO_REVIVED,,4,1,1,1,1,null,,playercard_splash,,
sr_tag_elimination,SPLASHES_SR_TAG_ELIMINATION,,s2_medal_gamemode_collector,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
hp_secure,SPLASHES_HP_SECURE,,s2_medal_gamemode_hardpoint_secure,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_hp_captured_by,SPLASHES_HP_SECURE,SPLASHES_HP_CAPTURE,,4,1,1,1,1,null,,playercard_splash,,
exo_knife_kill,SPLASHES_EXO_KNIFE_KILL,,medal_kill_skewered,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
exo_knife_recall_kill,SPLASHES_EXO_KNIFE_RECALL,,medal_kill_boomerang,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
near_death_kill,SPLASHES_NEAR_DEATH_KILL,,s2_medal_kill_near_death,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
slide_kill,SPLASHES_SLIDE_KILL,,s2_medal_kill_low_blow,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
flash_kill,SPLASHES_FLASH_KILL,,s2_medal_kill_blindfight,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
riot_kill,SPLASHES_MTX6_RIOT_KILL,,s2_medal_kill_riotshield,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
mg_nest_kill,SPLASHES_MG_NEST_KILL,,s2_medal_kill_mg_nest,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
tac_insert_kill,SPLASHES_TAC_INSERT_KILL,,s2_medal_kill_tac_insert,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
divisions_infantry_kill,SPLASHES_DIVISIONS_INFANTRY_KILL,,s2_medal_kill_divisions_infantry,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
divisions_airborne_kill,SPLASHES_DIVISIONS_AIRBORNE_KILL,,s2_medal_kill_divisions_airborne,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
divisions_armored_kill,SPLASHES_DIVISIONS_ARMORED_KILL,,s2_medal_kill_divisions_armored,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
divisions_cavalry_kill,SPLASHES_DIVISIONS_CAVALRY_KILL,,s2_medal_kill_divisions_cavalry,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
divisions_mountain_kill,SPLASHES_DIVISIONS_MOUNTAIN_KILL,,s2_medal_kill_divisions_mountain,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
division_resistance_kill,SPLASHES_DLC1_DIVISIONS_RESISTANCE_KILL,,s2_medal_kill_divisions_resistance,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
division_grenadier_kill,SPLASHES_DLC3_DIVISIONS_GRENADIER_KILL,,s2_medal_kill_divisions_grenadier,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
division_commando_kill,SPLASHES_DLC4_DIVISIONS_COMMANDO_KILL,,s2_medal_kill_divisions_commando,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
melee_air_to_air,SPLASHES_MELEE_AIR_TO_AIR,,medal_kill_air_supremacy,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
assist_riot_shield,SPLASHES_MTX6_RIOT_ASSIST,,s2_medal_assist_riotshield_crowdcontrol,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
semtex_stick,SPLASHES_SEMTEX_STICK,,s2_medal_kill_stick,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
stuck_with_explosive,SPLASHES_STUCK_WITH_EXPLOSIVE,,s2_medal_kill_stuck,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
crossbow_stick,SPLASHES_CROSSBOW_STICK,,medal_kill_deadeye,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
multiKillOneBullet,SPLASHES_EFFICIENY,,s2_medal_kill_efficiency,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
think_fast,SPLASHES_THINK_FAST,,s2_medal_kill_think_fast,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
throwback_kill,SPLASHES_THROWBACK_KILL,,s2_medal_kill_return_to_sender,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
take_and_kill,SPLASHES_TAKE_AND_KILL,,s2_medal_kill_backfire,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
touchdown,SPLASHES_TOUCHDOWN,,s2_medal_gamemode_touchdown,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_touchdown,SPLASHES_TOUCHDOWN_SCORE,SPLASHES_TOUCHDOWN_SCORE,,4,1,1,1,1,null,,playercard_splash,,
fieldgoal,SPLASHES_FIELDGOAL,,s2_medal_gamemode_fieldgoal,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_fieldgoal,SPLASHES_FIELDGOAL_SCORE,SPLASHES_FIELDGOAL_SCORE,,4,1,1,1,1,null,,playercard_splash,,
callout_ballreset,MP_BALL_RESET,,,4,1,1,1,1,null,,playercard_splash,,
interception,SPLASHES_INTERCEPTION,,s2_medal_gamemode_intercepted,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
kill_with_ball,SPLASHES_KILL_WITH_BALL,,s2_medal_gamemode_linebacker,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
ball_score_assist,SPLASHES_BALL_SCORE_ASSIST,,s2_medal_gamemode_quarterback,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
killedBallCarrier,SPLASHES_BALL_KILLED_CARRIER,,s2_medal_gamemode_tackled,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
pass_kill_pickup,SPLASHES_PASS_KILL_PICKUP,,s2_medal_gamemode_catch,1.5,0.75,0.25,0.25,1,mp_s2_splash_kill,,splash,,
four_play,SPLASHES_SEC_DEFENSE,,medal_kill_four_play,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
starting_flag,SPLASHES_CAPTURE,,s2_medal_gamemode_secure,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
ctf_extratime,SPLASHES_CTF_EXTRATIME,SPLASHES_CTF_EXTRATIME_DESC,ctf_extratime,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_construct,SPLASHES_RAIDS_CONSTRUCT,,s2_medal_raids_construct,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_destruct,SPLASHES_RAIDS_DESTRUCT,,s2_medal_raids_destruct,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_destruct_equipment,SPLASHES_RAIDS_DESTRUCT_EQUIPMENT,,s2_medal_raids_destruct,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_progress,RAIDS_OBJECTIVE_COMPLETE_CAPS,,hud_war_splash_objective_complete,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_objective_lost,RAIDS_OBJECTIVE_LOST_CAPS,,hud_war_splash_objective_retreat,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_escort,SPLASHES_RAIDS_ESCORT,,s2_medal_raids_escort,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_build_objective,SPLASHES_RAIDS_BUILD_OBJECTIVE,,s2_medal_raids_buildobjective,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_callout_capture,RAIDS_SPLASH_CALLOUT_CAPTURE,,,4,1,1,1,1,null,,playercard_splash,,
raids_retreat,SPLASHES_RAIDS_RETREAT,,s2_medal_raids_retreat,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_objective_lost_axis,RAIDS_OBJECTIVE_LOST_CAPS,,hud_war_splash_objective_retreat,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_objective_lost_allies,RAIDS_OBJECTIVE_LOST_CAPS,,hud_war_splash_objective_retreat,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_progress_allies,RAIDS_OBJECTIVE_COMPLETE_CAPS,,hud_war_splash_objective_complete,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_progress_axis,RAIDS_OBJECTIVE_COMPLETE_CAPS,,hud_war_splash_objective_complete,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_airdrop_incoming,CHALLENGE_AIRDROPS,,scorestreak_care_package,4,0.75,0.25,0.25,1,mp_s2_earn_bombing_run,,largewar_splash,,
raids_d_day_spawns_advance,RAIDS_D_DAY_SPAWNS_ADVANCE,,s2_medal_raids_destruct,4,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
raids_plant_multi,SPLASHES_PLANT,,s2_medal_gamemode_countdown,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
callout_rankPromoted,RANK_RANK_PLAYER_PROMOTED,,,4,1,1,1,1,null,,playercard_splash,,
raids_hostage_door_breach,SPLASHES_DLC1_RAIDS_BREAKOUT,,s2_medal_raids_hostage_door_breach,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_hostage_release,SPLASHES_DLC1_RAIDS_RESCUER,,s2_medal_raids_hostage_release,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_dogfight_kill,SPLASHES_DLC2_RAIDS_DOGFIGHT_KILL,,s2_medal_raids_dogfight_kill,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_airdrop_secure,SPLASHES_CAPTURE,,s2_medal_gamemode_secure,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_flag_raise,SPLASHES_CAPTURE,,s2_medal_gamemode_secure,1.5,0.75,0.25,0.25,1,mp_s2_earn_medal,,splash,,
raids_extratime,SPLASHES_CTF_EXTRATIME,,ctf_extratime,5,0.75,0.25,0.25,1,mp_s2_earn_medal,,largewar_splash,,
ranked_up_1,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_pvt_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_2,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_pvt_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_3,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_pvt_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_4,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_pfc_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_5,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_pfc_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_6,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_pfc_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_7,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_tec5_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_8,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_tec5_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_9,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_tec5_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_10,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_cpl_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_11,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_cpl_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_12,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_cpl_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
ranked_up_13,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_tec4_lg,4,0.75,0.25,0.25,1,ui_level_up,,rankup_splash,,
